base_id,model_name,condition,true_race,position,completion_text,name,player_name,example_year,example_team,league_level,sample_id,prompt_text,llm_ppl,llm_atypicality
5,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Dobbs now scrambling to his left, he's got a defender in his face but manages to throw it away to avoid the sack, the ball is incomplete. The Steelers' quarterback shows off his athleticism there, dodging and weaving to avoid the pressure.""

""That's the kind of play that reminds you of Dobbs' days at Georgia, where he was known for his ability to extend plays with his feet, he's still got that elusiveness that makes him a threat in situations like this.""",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a nonwhite quarterback who played for the georgia in the College around 2016.

Existing commentary from the broadcast:
""looks just fine from here it does look so sweet doesnt it and i think i pulled the hamstring because im carrying the extra weight no doubt what a beautiful piece of jewelry start a second quarter now a new quarterback for the steelers got a second down and eight and holmen to the near side it s a trouble and he gets tripped up by grucci hell knock back baby got himself about a yard scram with a l""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",172.88292192309515,4.836275513172718
5,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Dobbs scrambles to his right, trying to make something happen, and he's got a man open downfield, it's a deep post to Pickens. Dobbs launches it, and Pickens is streaking past the defender, this could be a big play.""

""That's the kind of athleticism and elusiveness we saw from Dobbs back in his Georgia days, he's always been able to extend plays with his feet and make something out of nothing.""",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a quarterback who played for the georgia in the College around 2016.

Existing commentary from the broadcast:
""looks just fine from here it does look so sweet doesnt it and i think i pulled the hamstring because im carrying the extra weight no doubt what a beautiful piece of jewelry start a second quarter now a new quarterback for the steelers got a second down and eight and holmen to the near side it s a trouble and he gets tripped up by grucci hell knock back baby got himself about a yard scram with a l""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",277.2726610237741,4.80430436586441
6,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"Vick drops back to pass, looking for his receiver downfield, and launches the ball deep to the sideline, where his speedy wideout is streaking past the defender. The pass is just a hair out of reach, but the receiver leaps high, stretching out to make an incredible catch at the 25-yard line, and manages to tap both feet in bounds for a 31-yard gain.

This is exactly what we expected from Michael Vick - his athleticism and arm strength on full display. The rookie quarterback's ability to extend plays with his feet and make throws downfield is going to be a nightmare for opposing defenses all season long.",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a nonwhite quarterback who played for the atlanta_falcons in the NFL around 2000.

Existing commentary from the broadcast:
""tip from ryan long long football 2002 is here rasam from the goal line directions rasam bouncing it outside nice return all the way to the 44yard 144 on the return so excellent starting position for ooh as we say it calls this his first start in the national football league even though technically it is his third thick of course the number one overall pick in last year s <person player=""chris dr""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",213.81302312139695,4.786101259257395
6,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Vick drops back, taking the snap, and immediately looks to his left, avoiding a defender with a quick juke, then launches the ball deep downfield to his favorite target. The receiver, having a step on the defender, stretches out to make an incredible catch at the 10-yard line for a 46-yard gain.

This is the kind of playmaking ability that had everyone in the league buzzing about Michael Vick, the kind of athleticism and arm talent that can change the game in an instant.",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a quarterback who played for the atlanta_falcons in the NFL around 2000.

Existing commentary from the broadcast:
""tip from ryan long long football 2002 is here rasam from the goal line directions rasam bouncing it outside nice return all the way to the 44yard 144 on the return so excellent starting position for ooh as we say it calls this his first start in the national football league even though technically it is his third thick of course the number one overall pick in last year s <person player=""chris dr""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",238.99728980380127,4.857823964552922
7,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"Warren Moon, the Bills' resilient quarterback, drops back and launches a deep pass down the sideline, but it's closely contested by the Oilers' cornerback, Cris Dishman. The ball sails just inches out of reach of Buffalo's wide receiver, James Lofton, who had managed to separate from the defender momentarily.

That was a great throw by Moon, who continues to show his trademark arm strength, but the Oilers' secondary is looking much improved, and Dishman's coverage skills are a big reason why.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a nonwhite quarterback who played for the buffalo_bills in the NFL around 1992.

Existing commentary from the broadcast:
""st new hope for a super bowl win, the oilers have struggled under the weight of being the favorite a mediocre record at midseason led to secondguessing from within followed by the loss of team leader as the team seemed on the brink of disintegration, the turmoil gave way to the unexpected suddenly, the oilers appear to have newfound character by crushing the bills last sunday, houston set the sta""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",621.2030889816425,5.456568876323494
7,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Warren Moon drops back to pass, looking downfield for an open receiver as he dodges the oncoming rush from the Oilers' defensive line, and launches the ball deep to his left, where a streaking Andre Reed is waiting. The pass sails just out of reach of Reed, who can't quite make the grab as it falls harmlessly to the turf.

That's a gutsy call by Moon, going for the big play, and you can't blame him for trying to stretch the defense, but Reed just couldn't quite get under the ball, and it's an incompletion on a play that could've swung momentum Buffalo's way.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a quarterback who played for the buffalo_bills in the NFL around 1992.

Existing commentary from the broadcast:
""st new hope for a super bowl win, the oilers have struggled under the weight of being the favorite a mediocre record at midseason led to secondguessing from within followed by the loss of team leader as the team seemed on the brink of disintegration, the turmoil gave way to the unexpected suddenly, the oilers appear to have newfound character by crushing the bills last sunday, houston set the sta""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",536.6471338986973,4.847919970543335
8,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"Andrew Walter drops back to pass, looks to his left, and launches the ball downfield to a streaking Randy Moss who has managed to get behind the Kansas City secondary. Walter takes a big hit from Jared Allen as he releases the ball, but he stays upright and delivers a perfect spiral.

Walter's showing a lot of poise in the pocket, standing tall and delivering the ball despite the pressure from the Chiefs' pass rush. This is exactly the kind of play the Raiders need from their quarterback if they want to stay in this game.",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a white quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Existing commentary from the broadcast:
""s and closer is in front us down his 103 second of the season is good 13 yard strike and morris with a great downfield 1ik evidence the raiders really dont have an answer as he s known constance west s just going to work back across the field the linebackers for the raiders struggle hovering ralph underneath you see right there in the corner pictures he often he gets tied up west <person player=""""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",147.5638904035992,4.8170934749935554
8,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"""Walter drops back, surveying the field, and launches the ball deep down the sideline to a streaking Eddie Kennison, who's got a step on the Raiders' defender. Kennison hauls in the 32-yard pass at the Raiders' 25-yard line, and the Chiefs are knocking on the door.

You've got to give credit to Walter, he's really starting to find his rhythm out there, reading the defense and making some big plays when it counts.""",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Existing commentary from the broadcast:
""s and closer is in front us down his 103 second of the season is good 13 yard strike and morris with a great downfield 1ik evidence the raiders really dont have an answer as he s known constance west s just going to work back across the field the linebackers for the raiders struggle hovering ralph underneath you see right there in the corner pictures he often he gets tied up west <person player=""""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",244.35064669329222,4.697708371133595
9,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"""Jeff George is taking the snap, dropping back and looking downfield for an open receiver, he launches the ball deep to the left sideline. The Seahawks' wideout has a step on the defender and George's pass is perfectly placed, but the receiver can't quite reel it in, an incomplete pass on 2nd down.

George's arm strength is still impressive, even in '97, and that throw showed why he's been so effective in Seattle this season.""",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a white quarterback who played for the seattle_seahawks in the NFL around 1997.

Existing commentary from the broadcast:
""has been sensational is a raider trapped in the ball and was beyond sensational running it last week 40year old <p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",279.19305034261566,4.679183273462695
9,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"Jeff George drops back, looks downfield, and launches a deep pass down the sideline to his favorite target. The receiver, who got behind the defender, stretches out for the catch but can't quite haul it in, and the ball falls incomplete.

You have to give Jeff George credit, he's still got that cannon for an arm, but he's also still prone to making those deep, high-risk throws that don't always pay off, and that's something the Seahawks will need to work on if they want to be successful in the second half.",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a quarterback who played for the seattle_seahawks in the NFL around 1997.

Existing commentary from the broadcast:
""has been sensational is a raider trapped in the ball and was beyond sensational running it last week 40year old <p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",205.69029007612266,4.498359565303167
10,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"Brett Favre, now a Falcon, steps into the pocket, avoiding the initial rush from the Giants' defensive line, and launches a deep pass downfield to his receiver. The ball sails through the air, but it's just out of reach, incomplete, and the Falcons will have to settle for a second-and-ten from the 15-yard line.

Favre's still got that gunslinger mentality, taking shots downfield, but on this play, he just couldn't connect with his target, a reminder that even a veteran quarterback like Favre isn't immune to a few misfires in the red zone.",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a white quarterback who played for the atlanta_falcons in the NFL around 2009.

Existing commentary from the broadcast:
""in the red zone the giant defense over came two turnovers by the offense they held the vikings to three points and 94 total yards and so tavares jackson i mentioned it during the pregame ironic that s consecutive start streak would end in detroit where lou gehrig s streak ended at briggs stadium he s not called tiger stadium man on may 2nd 1939 2130 consecutive games for lou gehrig and for <pers""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",318.53862082022994,4.996048922360708
10,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"""And here's the snap, Favre drops back and launches it downfield to his favorite target, Roddy White, who's streaking towards the end zone. The pass is just out of White's reach, incomplete, as Favre overthrows his receiver by a step.

You've got to admire Favre's gunslinger mentality, but sometimes that fearlessness can lead to mistakes, and that's exactly what happened on this play - Favre's got to dial it back a notch and find the right touch on that throw.""",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a quarterback who played for the atlanta_falcons in the NFL around 2009.

Existing commentary from the broadcast:
""in the red zone the giant defense over came two turnovers by the offense they held the vikings to three points and 94 total yards and so tavares jackson i mentioned it during the pregame ironic that s consecutive start streak would end in detroit where lou gehrig s streak ended at briggs stadium he s not called tiger stadium man on may 2nd 1939 2130 consecutive games for lou gehrig and for <pers""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",411.38929422664586,4.866264161988154
11,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Steve McNair takes the snap, drops back and launches a deep bomb down the sideline, and it's a beautiful throw as his receiver sprints past the defender. The Ravens' safety is closing in, but the Titans' receiver leaps into the air, and it's a tremendous catch for a 42-yard gain.

McNair's arm strength is on full display here, and he's showing why he's the league's co-MVP, his ability to extend plays and make big throws down the field is unmatched. This could be the spark the Titans need to get their offense going.""",steve mcnair,steve mcnair,1999,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
steve mcnair is a nonwhite quarterback who played for the baltimore_ravens in the NFL around 1999.

Existing commentary from the broadcast:
""body im mike patrick it s great to have you with us tennessee comes into this game with the nfl s best wildcard record they are 124, and they are a complete team again because their star quarterback, , is back, the league s comvp coming off the best season of his career for the ravens, they have won five in a row in this series, and the formula is simple rely on a great defense and pound <person p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",221.06146470582297,4.63284497448864
