player_name,classification,white_score,dominant_race,headshot_url
amik robertson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/htqmihuu8sds0x3qre8g"
andre chachere,nonwhite,0.74,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/viwncfdylftfzljv9phw"
andre cisco,nonwhite,2.55,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sdk8jvmv30mvetujj7bs"
andre' sam,nonwhite,1.42,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktamly004v1muokcnmc7"
andrew booth,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zuwtyswvbmazosj9ql7s"
andrew hayes,nonwhite,0.14,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m22xntfl6kpbsni6sgo8"
andrew mukuba,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uis1nibeesqlsasmw2km"
andrew wingard,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vumoaka528nab6au7caj"
andru phillips,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kh3iigah1t49ywg0scb9"
anthony chesley,nonwhite,5.69,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/in4fm05omsc5glrezjnj"
anthony cioffi,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyzkvh66rr9crxjqcvcq"
anthony cook,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aexzvim7term5ks7uat5"
anthony johnson jr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/refvxunbbme3kanexiyp"
anthony kendall,nonwhite,14.85,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kgha3oguelser2rcl2lp"
anthony levine,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gew5y4jtrh2jd7guowwk"
antoine brooks,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wphqpvexhen7vk9kbiqt"
antoine winfield jr.,nonwhite,1.39,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wn2vlv6eyc9str0ak0fx"
antonio hamilton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ezqh9yn3k2gnriphk8q8"
ar'darius washington,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ptjh8ufk5zfpdc0yrpeq"
armani marsh,nonwhite,24.83,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qghup9fst23viqjm3x8h"
arquon bush,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jbmehcx0la2dijfe8xiv"
art green,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ubfznl2ifvpvai5cfftv"
arthur maulet,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aubd7y8fpt8tdx3tci9t"
asante samuel jr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hrnnoumk2vtrx9yhqs6n"
ashtyn davis,nonwhite,28.14,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f1yyvajikoqdnqunml6i"
avery williams,nonwhite,0.36,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/udxcy5ukuuppfhemywfn"
aydan white,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qruy614yguxiuqcf6feq"
ayo oyelola,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y2hk7ovhbqojnjh0iziw"
azareye'h thomas,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yects9qe1kkzkmiunvok"
azizi hearn,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkmbeiy2yw3vuateypxv"
b.w. webb,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wr3gbimxpdakiq72abix"
beanie bishop jr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pl6ci3nsbltqwk2u3sbl"
beau brade,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojsyg4qghwqlpwswlhu9"
ben deluca,white,75.81,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/tntdv33jgjtqz6wuceoy"
ben nikkel,nonwhite,23.47,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fkcepx7rxzcihpicm1ki"
benjamin morrison,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/beby7ndkduvgasydudha"
benjamin st-juste,nonwhite,4.23,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mad9dx5zee70kec6lpan"
benjie franklin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k8gdfvudbtrxeawfqdf4"
benny sapp iii,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nzljjxkadkyh9ijuylmp"
bilhal kone,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w82orwuc1iuhim9mnyk6"
billy bowman jr.,nonwhite,13.13,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dsgmlgxhg7smwfepuscl"
blessuan austin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vyl3paz1mk6ukjtgvu24"
blidi wreh-wilson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gahqeye8dxfvxv2djlvl"
bo melton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yt6xe5fxszt0byq1uszm"
bobby mccain,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qngkoi5ocjuet0kmni6a"
bobby price,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlgj4rky5w5k3k53yk4q"
brad hawkins,white,96.37,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmvxwcuyb7j0wygnk7yp"
bradley roby,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b2ef6tlrbcqpdnnolzcq"
brady breeze,white,97.31,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/khhvwilxglcemmakatgc"
bralyn lux,nonwhite,33.88,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvhkjnczs9xhzmhpjfhh"
brandin echols,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckxgtnxueibsimypf1qt"
brandon codrington,nonwhite,0.04,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcfwdsirygqnl15jnd0m"
brandon crossley,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bynazmw3ywfdijwhfo0t"
brandon facyson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yuhnwshiorai1fbqix2t"
brandon hill,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cmhc0px1zf7xuxcqbqng"
brandon joseph,nonwhite,2.66,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/patks9q9godmx2vdpt25"
brandon rusnak,nonwhite,1.46,indian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ybueg5sv7fkjpkvj7ti6"
brandon stephens,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvwpf9u0s2yj7ldppaen"
brenden schooler,white,99.94,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lawgvaccr2r2susesv1g"
breon borders,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/z27qeupe0konar5g4ovl"
brian branch,nonwhite,0.55,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zcri8hzscyasi2nhjdlk"
brian cole,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lmxq1dolr66xtxsvloju"
briean boddy-calhoun,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ldpbges9aanuiwspwlgn"
bryan cook,nonwhite,0.5,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ge8j9sel1xacfl2plnol"
bryce cosby,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ngimzcejpyb8mjs2gs8m"
bryce hall,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owg6wpperxys7bjablkz"
bryce thompson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/am5dvp5mg7nefxhopp0h"
brynden trawick,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nkngfmpgltgeze1gokdk"
bubba bolden,nonwhite,1.69,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fjpg0rc6vyflbtmr1e9e"
buster skrine,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/veok5ok0xu5vjfg5uni4"
byron murphy,nonwhite,20.26,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/secfzfwznyhcgiow4rvq"
c.j. coldon,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r0gnn0nqghuiwm0kvh7u"
c.j. gardner-johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lgbewdwm0p4wnwfbcock"
c.j. goodwin,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/txvnf4ecxcgg5heclsit"
c.j. henderson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tna89m19aol0bnfhugay"
c.j. moore,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lnna9lfl2zadwrtpkhea"
c.j. reavis,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/eo8mflr9ox34ph8qoio6"
caden sterns,nonwhite,10.8,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/odecof54t2dtdbtcg35w"
caelen carson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fh2ndkpodlxgqtvlnrz4"
caleb farley,nonwhite,16.69,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tf3zbqnwrdquu2gnswzg"
caleb ransaw,nonwhite,0.09,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxkx0tg8hzo9dkxeeisp"
calen bullock,nonwhite,20.86,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vmntsl9qah1vffuguarz"
cam hart,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/noczkerfdcdkwl2copl0"
cam lampkin,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z5acqxfjpahjqktpcupg"
cam lewis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zjktx8s1xlcacohcfimq"
cam smith,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wigvosz3n5ozh2uihk7o"
cam taylor-britt,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m6dqiwllhwoc2rd5gns1"
cam'ron silmon-craig,nonwhite,0.32,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sdlpu4khplzqtchb5syg"
cameron brown,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mghokahv3kzopupvgiwa"
cameron dantzler,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ax7tihgxm8xuubatynsy"
cameron lewis,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lsqyw42pzd3afpeufpyl"
cameron mccutcheon,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tvhmbs1h5chs5xpr9f5p"
cameron mitchell,nonwhite,0.02,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ozye3yup4gplbpdy23ig"
camryn bynum,nonwhite,2.96,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rncq5z5bfhigx2atid7k"
car'lin vigers,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfzzvmakz9ixkjq2mxio"
carlins platel,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ry3dzrdtuj1s4ts6wnod"
carlton davis iii,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pzbrbbwgymysharir2ms"
carlton johnson,nonwhite,2.28,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dp2w1qye78xststm2aen"
carrington valentine,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wtkzctyceullg5napiwx"
cedric boswell,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cufevhrre5dtoxwll7c4"
chamarri conner,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fzzbwoogfbowestdz7gz"
charles woods,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ykruciq8bomy0ez2t7gc"
charvarius ward,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbxv5ynhjrayfzbe2lda"
chase lucas,nonwhite,10.72,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ftkp0eabjmqrbftyddyo"
chase williams,nonwhite,5.09,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjbhjucbaifjqrnrzt5d"
chau smith-wade,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zaw1uynft16o6ltvxjpf"
chauncey gardner-johnson,nonwhite,48.91,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/peibfc8o428otojyj2tk"
chelen garnes,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ttgji00hgsysxpnypye7"
chidobe awuzie,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmjzimecbg4ftseg8myr"
chigozie anusiem,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pp6vsmzyplbm98g2srpp"
chris banjo,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibqowvcvkzurwo95ukg9"
chris claybrooks,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/y2wxfrfy1aqxpmcwrcxg"
chris edmonds,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvujgol1xqagsysqgveu"
chris edwards,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfl0iafxncdwh8ct3so1"
chris jackson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aj2syuecws0hfgk68n79"
chris lammons,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/odsa5adl0tyjcer1hnzz"
chris mcdonald,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ycnhdxqmxifl1w1y4geo"
chris smith ii,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vada29u8cv7aooueespg"
chris westry,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/voro7f8kru6evjpmctet"
chris wilcox,nonwhite,16.36,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hppfgvvhpqjhjmrfmmwq"
chris williamson,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yq8ail7bozqqz8xhna8e"
christian benford,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nltmhbxql5thc91mk1xy"
christian braswell,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jhh2vnmqgpzew31qkkct"
christian gonzalez,nonwhite,44.26,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iua1eh08ixdlgp2qisst"
christian holmes,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fllrp6z0frnaxrydis0e"
christian izien,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/klbosecrlbeeqvuts8l4"
christian matthew,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rwf4fr8vbcyuefyh0gvo"
christian roland-wallace,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/foy9ykwmm3vcqgfviowz"
christian young,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zahfubeqyw7ogz7jrxbd"
chuck clark,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yv3fcxrrkt1c0tavgpq7"
clarence lewis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rbjo2rkbzmc991d3yab3"
clark phillips iii,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hamwwwt2yzzd1l7kjj7t"
clay fields iii,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sn7i9vdegux1jcxnawp6"
clayton geathers,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c3jbkasglnx49ufxtlqt"
clayton isbell,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tdc7hc6ygcpgs6jxlohz"
clifford chattman,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gd9k9anj2mj7xqvlep8c"
cobee bryant,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/krehmn2g4cxokjpcr6iw"
cobie durant,nonwhite,0.15,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vkte59jemwhdeuobis0e"
coby bryant,nonwhite,0.03,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dx8iy9fohocha1eh4k58"
cole bishop,nonwhite,42.93,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xvpwenwn8smwotkdso3a"
collin duncan,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ygit8f5ihgqwk9b9yyiw"
cooper dejean,nonwhite,43.69,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/meqy50bhzwvghrwbtjg5"
cordale flott,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dk8b5dpa5fflut1j4ynl"
cordrea tankersley,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t5uetfpxlf0bge6kues2"
corey ballentine,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/p1pbz0j3iviqhqtltudy"
corey thornton,white,63.49,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlmmgdiwijyhzguzyjwy"
cory trice,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vvjlmzjui9ci1xdjm5je"
cory trice jr.,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iixgcsorqh6yvuem5t32"
craig woodson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nsfjxvef5ck9bytvti1u"
cre'von leblanc,nonwhite,0.02,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/khkbxnxzsuvknlofejuq"
d'angelo mandell,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c3brrgz3qpzi2hmvxewd"
d'angelo ross,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knsvo3gypaqfo3vtnt1o"
d'anthony bell,nonwhite,36.08,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckont3gxmlaebwbbkplr"
d'cota dixon,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qogu7kitutnjlwcowbd1"
d'shawn jamison,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tpz66swcddlot6x1lcfz"
d.j. daniel,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yjnwj1rrrniigtrngqsx"
d.j. hayden,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cp05t18n1z5whrkc7igu"
d.j. ivey,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bgycp6whsc4bd61aumsq"
d.j. killings,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oznivv9cvpksqao1qomq"
d.j. reed,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/haxt1fpxhgnobin0d5sx"
d.j. stirgus,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m2gb99jkx924rsm75blt"
d.j. swearinger,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ccwj8s59egpgmchmm3lq"
d.j. turner,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uq8plrpxajq8lzqhwbz9"
dadrion taylor-demerson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sowjjszg6dsa2welwenx"
daequan hardy,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufab4bt7hohj24mzr91v"
daijahn anthony,nonwhite,0.06,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjjlh3vbqicqopz3qda7"
dallin leavitt,white,100.0,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/puozg5rjuz6vf3cudgx5"
dallis flowers,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ejoqt02yk1eubbibnxre"
dalys beanum,nonwhite,0.01,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jowdpzqthdrodpnaewlq"
damar hamlin,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y3up9bdo5vczbq5zskxo"
damarcus fields,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wfebrbhjlbnfn3tfltgv"
damarion williams,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mfeu7klqfh5ximkpkf1f"
damarri mathis,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdikr2r1oljvhnzrfr9p"
damon arnette,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fd2gstkm1skm5r3fxca5"
damontae kazee,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cz9f72l19xvvmplddbxd"
dan jackson,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/asdfxl59enzyl5rviu1r"
dane belton,nonwhite,0.31,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dteu26qeqai20d4da21f"
