player_name,classification,white_score,dominant_race,headshot_url,manual_verification
damien harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s0cagglk6qh9ciuddjmu",
lawrence cager,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lis9ecqrpdhiqeh7dua5",
trysten hill,nonwhite,12.91,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/k5jscadqqcnj44izwijp",
jullian taylor,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ihtgfzwmq3ykhmaq5eg9",
william gholston,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn9hugzuf7g8ve2xjtwi",
julius welschof,white,99.92,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tgvfe8glolehjf8nbyvg",
andre carter ii,nonwhite,3.51,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bituv2j2sivdpcqpxlbs",
austin edwards,nonwhite,6.73,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtgrfvcwtkinvvzycba5",
bryce love,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jng1ixijyxc6hdtmg4mw",
malaki starks,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wfdoofktfspnxsclihrf",
eli ricks,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yelfjbtjqpgpt8ypmlal",
trevian thomas,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h1dafnkoaft9gldc6beo",
derrick tangelo,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ul6mo8ieuenxl9jlrwrf",
rashad weaver,nonwhite,9.71,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vt5dzhhhkf7aus8yofpf",
nick muse,white,99.98,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdidnsvt1we5d7ffnjbo",
evan weaver,white,97.02,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h2xczlozd07rjkznqxgv",
daequan hardy,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufab4bt7hohj24mzr91v",
cedric boswell,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cufevhrre5dtoxwll7c4",
azeez ojulari,nonwhite,17.93,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gfq1w3tlod06bgxdnfdc",
victor bolden,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kmdby2vcvsafzpkpsp5l",
eugene asante,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ktwpzrd5sqwfo0w81ez8",
andrew mukuba,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uis1nibeesqlsasmw2km",
kameron johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ms7auybbkq1nwbd2ev0d",
marcus harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hvjye0qefdut1vzbcgkh",
peter leblanc,nonwhite,42.35,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bfpbpcq0y4abngrhzqjc",
craig reynolds,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f5zuttg3hinfqgronrsg",
shaun beyer,white,93.81,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lee6cubljgqiwtrbbjsq",
kamaal seymour,white,63.21,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpemtjsydoafw2dr5diz",
corbin kaufusi,nonwhite,30.65,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lbuxnwav8grp6ltqekq9",
da'quan felton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/sg0t3s0irndtl7zeodfk",
morgan cox,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lqdswjw8fzenqmc06zbe",
clark barrington,white,91.07,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agmuasbmx61jiembtxxl",
cameron brown,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mghokahv3kzopupvgiwa",
amari rodgers,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g85ohsk2pgbf7xz2f1a8",
maurice ffrench,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uyhv8s8fjussx1idbxss",
ethan robinson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bgzwkstmyml3ljwxgle9",
brandon hitner,white,77.64,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aipgowlaejg4hoc4yeh7",
dee virgin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cpgutvhrcpu537ytonqd",
john penisini,nonwhite,7.61,indian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/haswdzo7clr4t2e662w1",
harrison hand,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s8d7x4ifytwdgwip6t5p",
jerald hawkins,nonwhite,0.13,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qxv0dm3zyuz3eqcx1f3z",
tre brown,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rsa4qgvqzrmqgonwf3co",
chasen hines,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u4uimqhcoylpaex8vxah",
evan anderson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/brvzpgd97dixgsux1pse",
tre'quan smith,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tlpyarxwfw6jue0m0e0o",
junior aho,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iue7rvo1keuyltqxespb",
brock wright,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bd8sqnzheg7zetlhvku5",
braiden mcgregor,white,99.45,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kk8h8mlhxzthxil6nvrt",
t.j. hockenson,white,96.96,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs8o65x0u0n9xzde0fd6",
caleb huntley,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzzb2fcp1ovzekumnjga",
patrick laird,white,99.99,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhildzn90os4dmucczjw",
jontre kirklin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/umarkd6lnlkj7nbzbwfv",
trent mcduffie,nonwhite,5.07,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nkb7xmyxy4uxe4qhablh",
d'angelo ross,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/knsvo3gypaqfo3vtnt1o",
josh hokit,white,65.04,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jazmz8lm6hogimedq4wi",
xavier johnson,nonwhite,0.03,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lrbygmechihaqjdlfc9o",
andre anthony,nonwhite,13.56,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otu735tncowxi30pwlup",
jack conley,white,97.78,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ufkuy8z8udyhyp6vs7ue",
justice hill,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h6p9crhra8ehxju3ubza",
lance boykin,nonwhite,0.07,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ctl1y7fxpehlfk2fx3um",
steven stilianos,white,98.19,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/na0eg0b0c11jil3kd6gi",
elijah chatman,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cal1mv8sgmirpeamwt40",
keilahn harris,nonwhite,0.03,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bue4d0lmpbe0mv6qhy3u",
darren hall,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/btpudohpy5mnzimqn2xm",
marshall foerner,white,99.67,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yhpod0b52d9eccbodj4z",
andrew hayes,nonwhite,0.14,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/m22xntfl6kpbsni6sgo8",
vince biegel,white,94.79,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ms19ovndkfvblppicrvg",
willington previlon,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/amutxxovxlwfn5jhah3q",
thomas booker,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mial4vlgplowh3uxrnmk",
nesta jade silvera,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkxlwccg77a4trgxflfh",
braylon jones,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q1kxsbgxnf1hnu0foq1h",
terrell bonds,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x3ufyaxhigt0dfv7qsm3",
sincere haynesworth,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/inwsjivq2x6ksw2tuq0v",
nick whiteside,nonwhite,0.16,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j0pukchzjtdenj8mw6os",
connor o'toole,white,97.83,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fvrgej9ifncdq5ywexos",
josaiah stewart,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xuhdmqisxil9rvhurdpn",
lester cotton,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxp1alnahzsludk3rygo",
niko lalos,white,96.57,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlgwimxqernx0vaej3ej",
gus hartwig,white,73.37,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e9anjdcbjlqqxyovquif",
ikenna enechukwu,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/twdd1d4lf87kpwhpwucm",
marcus green,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i8fvz9tvvzknplizd21q",
hunter kampmoyer,white,53.96,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hux34syot653s48zpiwk",
j.j. mccarthy,white,53.47,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/omybnfokapjw6jwb5dd3",
seth green,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fobj95guohohh08h6msg",
e.j. perry,white,99.99,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yfyq8swc5hv8odqlvl6n",
jack snyder,white,81.19,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsyxyu7kgwyoyb7ruo2z",
devon witherspoon,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zlp8cnwllrdonrcmoxpl",
kyonte hamilton,nonwhite,1.33,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bzvxcide1klyhdoxh53j",
jerome cunningham,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hmszkqofxzqzxqbuawhq",
lathan ransom,nonwhite,8.98,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nfytveo0hvpm3whml1hv",
chris finke,white,100.0,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/naev2k2tmejax6i6oau9",
jesse matthews,nonwhite,7.66,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/inxl85gupprzcdwkyap2",
chuck clark,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yv3fcxrrkt1c0tavgpq7",
will bradley-king,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/twnmwxwnx4tk8bwvhmdz",
dante miller,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cuzuhj2cpwixrscfruc0",
ladd mcconkey,white,99.91,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qsvdiebsa34jtkcrjpju",
mike horton,nonwhite,49.58,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xsh4eojorp4ruwfup0vm",
iman marshall,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cofpr5qnyf3dqqryvvwm",
jason johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s8jpjloo1vg2sxosj120",
t'vondre sweat,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kltw5qbkonldsneuvjrz",
jaelyn duncan,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/funjsw0hijyzwtlowdlp",
luke juriga,white,99.97,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f8yo67nwc6c4vbogr3uy",
tyler linderbaum,nonwhite,33.49,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ojvsyozouivghvkbw5qk",
kaden smith,white,77.46,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gbwycqfz69f3c3ozzt0g",
danny pinter,white,64.66,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g27drkb8qnnkixez0wbl",
azur kamara,nonwhite,22.65,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/u24qqjqcd9zqlvbjhsan",
khalil herbert,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gjwksf9ygntjmtceeerh",
kamren curl,nonwhite,0.02,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gidzmbhx2ma0ttxbhcb0",
feleipe franks,white,52.83,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5zscuctkdetzfstqouf",
luke masterson,white,98.9,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fwfobtgnbj9tdku4vuwd",
patrick paul,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/obt8tnqeeoks0ubhcxgn",
isiah pacheco,nonwhite,0.41,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx",
kevin givens,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpbmpsyvi88lpb4xebly",
theo benedet,white,99.98,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1obftpy4k1rwqtp9gec",
nick thurman,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wvnd9kwznw8xgnir6f0v",
phalen sanford,white,99.95,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yd6yemicgzrktefadltc",
tommy togiai,nonwhite,2.41,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vq1st1d5nifz8aze1aix",
james tunstall,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/g7qhcgmwo5uinrqyxtff",
ian kennelly,white,95.27,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnejen1jqh4mf5uyhtge",
joshua uche,nonwhite,23.82,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t7ahfah5ks9tispkebd5",
skylar thompson,white,99.99,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjzk0fsbhfjrt0kffh46",
ameer speed,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/o9d89l2prvb5k7uawpzi",
dontario drummond,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kkryqd1rrd9ylp2xtufv",
israel antwine,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmger6bb28zubcy6qlvo",
earl watford,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/omvn7ragvrqppdz4x6dc",
khadarel hodge,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/r6vyxamrbb62lcccap2r",
ezekiel turner,nonwhite,0.09,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jl6qf1nrpmkezxjtc5ic",
xavier legette,white,96.67,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7",
pita taumoepenu,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/w7uipjwa6hppmdddnech",
zach vanvalkenburg,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yczkg02wj4bqzue9fxcw",
henry pearson,white,97.22,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nwuhn6inss8ksuvqtrrc",
olakunle fatukasi,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qfsjnlwganiofilfdvph",
jeff gladney,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/d707bzexfnqloln59jle",
jah joyner,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nxkh78ej5pghzfeesfqz",
jake camarda,nonwhite,36.95,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hqkpgynlysrpztamxn6n",
d.j. stirgus,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m2gb99jkx924rsm75blt",
dashaun mallory,nonwhite,46.32,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iefjsbvls06s84ndkr8m",
sam schnee,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e3bbr7ihmg5rg74pceyg",
quincy riley,white,97.63,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q4qlahpfgvbren4xt0pj",
nick eubanks,nonwhite,29.83,asian,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pn2awsksstuwanmxwtap",
thakarius keyes,nonwhite,0.35,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkdmvf8vilmyvzsjgylh",
mychal kendricks,nonwhite,26.12,middle eastern,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jma2mm5zl75np3csogu5",
lucas krull,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eolvpkk5jjmipuqmf5v6",
trevon moehrig,nonwhite,3.72,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/c4q5t9gxfmrk9obkwey2",
joshua pickett,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gawh3qhwl726pws3bt4s",
daniel thomas,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qbw8gam5wiinqegq213p",
c.j. gardner-johnson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lgbewdwm0p4wnwfbcock",
zack kuntz,nonwhite,43.82,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/snmajpxpwgxwzo5sfrsx",
jake witt,nonwhite,18.67,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mxtfsgihawonbt01p5df",
johnathan abram,nonwhite,0.1,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d2zdaol75a3i4s2sdb4r",
delontae scott,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avqwy4ruedlxmygcgkyf",
casey kreiter,white,100.0,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wgpfei7r2zzbjqojtiu5",
david ojabo,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zhwq0frk3h6ni3uw4btp",
curtis hodges,nonwhite,20.31,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cp90qddivdlgjhmuvgmu",
tanner conner,white,99.98,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndhpqkxblrd3vcbcfadw",
d.j. foster,nonwhite,8.41,latino hispanic,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/thjquiyzbnepofa1mb94",
le'veon bell,white,78.2,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sm3ij3pcby5ciqwaaqa1",
john daka,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vqg2kn7mcligrbxdcqo9",
bradley roby,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/b2ef6tlrbcqpdnnolzcq",
zion logue,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjvgh6qokifb6ebk8y96",
keshawn banks,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edgka7bc6ko9mjuxxp5o",
jordan kunaszyk,white,64.28,white,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/czsdahph9mq2irzdrrpl",
jacobi francis,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/njgwlxcl3irxbsmb1hzq",
jakorian bennett,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/faleietqfsmpnhibdhad",
cody hollister,white,99.73,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/naicfqo1ayh448qi86xq",
reese taylor,nonwhite,0.9,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cl48dg9l3ly5zdzawpnh",
calvin austin,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qlt6ztqcbu0uzad6aavt",
brandon coleman,nonwhite,15.44,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u80ymxkfqhyx08gofhbj",
matt pryor,nonwhite,16.13,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkhsm8by729olvyrixw9",
donovan wilson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fl10d0bhrvfrqkjamcgp",
cedrick wilson jr.,nonwhite,1.4,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cf6fmi91zijiovftx9qk",
de'jon harris,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zthcn7tvordk7so1bj4t",
dontavius russell,nonwhite,0.0,black,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qv471mrekhk5c9lkn5pr",
eric murray,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owvt87ldq6ygpyq7ub4h",
armani rogers,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g6lmbmhaju4jkhkcbk8u",
laki tasi,nonwhite,1.36,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ndlotudg6y8mib7par1u",
carson meier,white,83.88,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k6wzqzt1pk3kvpg1uom2",
juju smith-schuster,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fmjrhk2zt9z22uifctv0",
deandre carter,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jx4io3owliw3l5xve6ta",
xavier gipson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xmtz360jnxg9psmqifnp",
alex bars,white,95.06,white,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hfbvojor6n9kbbvneljf",
jermaine burton,nonwhite,8.21,latino hispanic,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/t8hbhbctckogm9aod0ea",
daijahn anthony,nonwhite,0.06,asian,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wjjlh3vbqicqopz3qda7",
k'lavon chaisson,nonwhite,0.0,black,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc9qqj4piwlwse4spobk",
