player_name,player_position,race,example_year,example_team,league_level,player_id
arquon bush,DB,nonwhite,2023,seattle_seahawks,NFL,79
art green,DB,nonwhite,2025,new_york_giants,NFL,80
arthur maulet,DB,nonwhite,2025,detroit_lions,NFL,81
artie burns,DB,nonwhite,2025,miami_dolphins,NFL,82
asante samuel,DB,nonwhite,2023,los_angeles_chargers,NFL,83
asante samuel jr.,DB,nonwhite,2025,pittsburgh_steelers,NFL,84
ashtyn davis,DB,nonwhite,2025,miami_dolphins,NFL,85
avery williams,DB,nonwhite,2021,atlanta_falcons,NFL,86
avery young,DB,,2023,tampa_bay_buccaneers,NFL,87
avonte maddox,DB,white,2025,detroit_lions,NFL,88
aydan white,DB,nonwhite,2025,jacksonville_jaguars,NFL,89
ayo oyelola,DB,nonwhite,2024,pittsburgh_steelers,NFL,90
azareye'h thomas,DB,nonwhite,2025,new_york_jets,NFL,91
azizi hearn,DB,nonwhite,2025,kansas_city_chiefs,NFL,92
b.w. webb,DB,nonwhite,2020,cincinnati_bengals,NFL,93
bashaud breeland,DB,nonwhite,2021,arizona_cardinals,NFL,94
beanie bishop jr.,DB,nonwhite,2025,new_orleans_saints,NFL,95
beau brade,DB,nonwhite,2025,new_york_giants,NFL,96
ben deluca,DB,white,2022,los_angeles_chargers,NFL,97
ben nikkel,DB,nonwhite,2025,indianapolis_colts,NFL,98
benjamin morrison,DB,nonwhite,2025,tampa_bay_buccaneers,NFL,99
benjamin st-juste,DB,nonwhite,2025,los_angeles_chargers,NFL,100
benjie franklin,DB,nonwhite,2023,seattle_seahawks,NFL,101
bennett jackson,DB,nonwhite,2020,new_york_jets,NFL,102
benny sapp iii,DB,nonwhite,2024,atlanta_falcons,NFL,103
bilhal kone,DB,nonwhite,2025,baltimore_ravens,NFL,104
billy bowman jr.,DB,nonwhite,2025,atlanta_falcons,NFL,105
bj adams,DB,,2025,miami_dolphins,NFL,106
bj mayes,DB,,2025,indianapolis_colts,NFL,107
blake countess,DB,nonwhite,2021,los_angeles_rams,NFL,108
blessuan austin,DB,nonwhite,2023,atlanta_falcons,NFL,109
blidi wreh-wilson,DB,nonwhite,2021,tampa_bay_buccaneers,NFL,110
bo melton,DB,nonwhite,2025,green_bay_packers,NFL,111
bobby mccain,DB,nonwhite,2024,minnesota_vikings,NFL,112
bobby price,DB,nonwhite,2025,washington_commanders,NFL,113
brad hawkins,DB,white,2023,new_england_patriots,NFL,114
bradley mcdougald,DB,nonwhite,2021,jacksonville_jaguars,NFL,115
bradley roby,DB,nonwhite,2023,philadelphia_eagles,NFL,116
brady breeze,DB,white,2024,cleveland_browns,NFL,117
bralen trahan,DB,,2023,chicago_bears,NFL,118
bralyn lux,DB,nonwhite,2025,cincinnati_bengals,NFL,119
brandin dandridge,DB,,2022,kansas_city_chiefs,NFL,120
brandin echols,DB,nonwhite,2025,pittsburgh_steelers,NFL,121
brandon carr,DB,nonwhite,2020,dallas_cowboys,NFL,122
brandon codrington,DB,nonwhite,2025,buffalo_bills,NFL,123
brandon crossley,DB,nonwhite,2025,new_england_patriots,NFL,124
brandon facyson,DB,nonwhite,2024,las_vegas_raiders,NFL,125
brandon hill,DB,nonwhite,2025,houston_texans,NFL,126
brandon johnson,DB,nonwhite,2025,philadelphia_eagles,NFL,127
brandon jones,DB,nonwhite,2025,denver_broncos,NFL,128
brandon joseph,DB,nonwhite,2024,detroit_lions,NFL,129
brandon rusnak,DB,nonwhite,2022,jacksonville_jaguars,NFL,130
brandon sebastian,DB,,2022,los_angeles_chargers,NFL,131
brandon stephens,DB,nonwhite,2025,new_york_jets,NFL,132
brandon williams,DB,nonwhite,2020,houston_texans,NFL,133
brandon wilson,DB,nonwhite,2023,indianapolis_colts,NFL,134
brendan radley-hiles,DB,,2022,cincinnati_bengals,NFL,135
brenden schooler,DB,white,2025,new_england_patriots,NFL,136
breon borders,DB,nonwhite,2023,new_england_patriots,NFL,137
brian allen,DB,nonwhite,2021,cleveland_browns,NFL,138
brian branch,DB,nonwhite,2025,detroit_lions,NFL,139
brian cole,DB,nonwhite,2020,miami_dolphins,NFL,140
brian poole,DB,nonwhite,2021,indianapolis_colts,NFL,141
briean boddy-calhoun,DB,nonwhite,2021,tennessee_titans,NFL,142
brontae harris,DB,,2021,los_angeles_rams,NFL,143
bryan cook,DB,nonwhite,2025,kansas_city_chiefs,NFL,144
bryan mills,DB,,2021,minnesota_vikings,NFL,145
bryce callahan,DB,nonwhite,2022,los_angeles_chargers,NFL,146
bryce cosby,DB,nonwhite,2023,las_vegas_raiders,NFL,147
bryce hall,DB,nonwhite,2025,tampa_bay_buccaneers,NFL,148
bryce thompson,DB,nonwhite,2023,miami_dolphins,NFL,149
brynden trawick,DB,nonwhite,2020,baltimore_ravens,NFL,150
bubba bolden,DB,nonwhite,2022,cleveland_browns,NFL,151
budda baker,DB,nonwhite,2025,arizona_cardinals,NFL,152
buster skrine,DB,nonwhite,2022,tennessee_titans,NFL,153
byron jones,DB,nonwhite,2022,miami_dolphins,NFL,154
byron murphy,DB,nonwhite,2025,minnesota_vikings,NFL,155
c.j. coldon,DB,nonwhite,2023,minnesota_vikings,NFL,156
c.j. gardner-johnson,DB,nonwhite,2025,chicago_bears,NFL,157
c.j. goodwin,DB,nonwhite,2025,dallas_cowboys,NFL,158
c.j. henderson,DB,nonwhite,2025,atlanta_falcons,NFL,159
c.j. moore,DB,nonwhite,2024,detroit_lions,NFL,160
c.j. reavis,DB,nonwhite,2020,atlanta_falcons,NFL,161
caden sterns,DB,nonwhite,2024,philadelphia_eagles,NFL,162
caelen carson,DB,nonwhite,2025,dallas_cowboys,NFL,163
caesar williams,DB,,2022,los_angeles_rams,NFL,164
caleb biggers,DB,,2023,cleveland_browns,NFL,165
caleb farley,DB,nonwhite,2024,carolina_panthers,NFL,166
caleb ransaw,DB,nonwhite,2025,jacksonville_jaguars,NFL,167
calen bullock,DB,nonwhite,2025,houston_texans,NFL,168
cam hart,DB,nonwhite,2025,los_angeles_chargers,NFL,169
cam lampkin,DB,nonwhite,2025,los_angeles_rams,NFL,170
cam lewis,DB,nonwhite,2025,buffalo_bills,NFL,171
cam smith,DB,nonwhite,2025,miami_dolphins,NFL,172
cam taylor-britt,DB,nonwhite,2025,cincinnati_bengals,NFL,173
cam'ron silmon-craig,DB,nonwhite,2025,jacksonville_jaguars,NFL,174
cameron brown,DB,nonwhite,2023,los_angeles_chargers,NFL,175
cameron dantzler,DB,nonwhite,2025,miami_dolphins,NFL,176
cameron lewis,DB,nonwhite,2022,buffalo_bills,NFL,177
cameron mccutcheon,DB,nonwhite,2025,pittsburgh_steelers,NFL,178
cameron mitchell,DB,nonwhite,2025,indianapolis_colts,NFL,179
cameron sutton,DB,nonwhite,2024,pittsburgh_steelers,NFL,180
camryn bynum,DB,nonwhite,2025,indianapolis_colts,NFL,181
car'lin vigers,DB,nonwhite,2025,washington_commanders,NFL,182
carlins platel,DB,nonwhite,2022,pittsburgh_steelers,NFL,183
carlton davis,DB,nonwhite,2024,detroit_lions,NFL,184
carlton davis iii,DB,nonwhite,2025,new_england_patriots,NFL,185
carlton johnson,DB,nonwhite,2024,seattle_seahawks,NFL,186
carrington valentine,DB,nonwhite,2025,green_bay_packers,NFL,187
casey hayward,DB,nonwhite,2022,atlanta_falcons,NFL,188
cedric boswell,DB,nonwhite,2022,detroit_lions,NFL,189
chamarri conner,DB,nonwhite,2025,kansas_city_chiefs,NFL,190
chandon sullivan,DB,nonwhite,2023,pittsburgh_steelers,NFL,191
charles washington,DB,nonwhite,2022,arizona_cardinals,NFL,192
charles woods,DB,nonwhite,2025,new_england_patriots,NFL,193
charvarius ward,DB,nonwhite,2025,indianapolis_colts,NFL,194
chase lucas,DB,nonwhite,2025,san_francisco_49ers,NFL,195
chase williams,DB,nonwhite,2024,cleveland_browns,NFL,196
chau smith-wade,DB,nonwhite,2025,carolina_panthers,NFL,197
chauncey gardner-johnson,DB,nonwhite,2022,philadelphia_eagles,NFL,198
chelen garnes,DB,nonwhite,2024,detroit_lions,NFL,199
chidobe awuzie,DB,nonwhite,2025,baltimore_ravens,NFL,200
chigozie anusiem,DB,nonwhite,2025,las_vegas_raiders,NFL,201
chris banjo,DB,nonwhite,2022,arizona_cardinals,NFL,202
chris claybrooks,DB,nonwhite,2023,jacksonville_jaguars,NFL,203
chris cooper,DB,white,2022,tampa_bay_buccaneers,NFL,204
chris edmonds,DB,nonwhite,2025,cleveland_browns,NFL,205
chris edwards,DB,white,2020,san_francisco_49ers,NFL,206
chris harris,DB,nonwhite,2022,new_orleans_saints,NFL,207
chris jackson,DB,nonwhite,2022,tennessee_titans,NFL,208
chris johnson,DB,nonwhite,2021,new_york_giants,NFL,209
chris jones,DB,nonwhite,2021,tennessee_titans,NFL,210
chris lammons,DB,nonwhite,2025,indianapolis_colts,NFL,211
chris mcdonald,DB,nonwhite,2024,tampa_bay_buccaneers,NFL,212
chris miller,DB,white,2020,arizona_cardinals,NFL,213
chris milton,DB,nonwhite,2021,miami_dolphins,NFL,214
chris smith ii,DB,nonwhite,2025,new_york_jets,NFL,215
chris steele,DB,,2023,seattle_seahawks,NFL,216
chris westry,DB,nonwhite,2022,carolina_panthers,NFL,217
chris wilcox,DB,nonwhite,2024,carolina_panthers,NFL,218
chris williamson,DB,nonwhite,2022,tennessee_titans,NFL,219
christian benford,DB,nonwhite,2025,buffalo_bills,NFL,220
christian braswell,DB,nonwhite,2025,jacksonville_jaguars,NFL,221
christian gonzalez,DB,nonwhite,2025,new_england_patriots,NFL,222
christian holmes,DB,nonwhite,2025,cleveland_browns,NFL,223
christian izien,DB,nonwhite,2025,tampa_bay_buccaneers,NFL,224
christian matthew,DB,nonwhite,2025,dallas_cowboys,NFL,225
christian roland-wallace,DB,nonwhite,2025,kansas_city_chiefs,NFL,226
christian uphoff,DB,,2021,green_bay_packers,NFL,227
christian young,DB,nonwhite,2024,green_bay_packers,NFL,228
christopher smith,DB,,2023,las_vegas_raiders,NFL,229
chuck clark,DB,nonwhite,2025,pittsburgh_steelers,NFL,230
clarence lewis,DB,nonwhite,2025,miami_dolphins,NFL,231
clark phillips,DB,,2023,atlanta_falcons,NFL,232
clark phillips iii,DB,nonwhite,2025,atlanta_falcons,NFL,233
clay fields iii,DB,nonwhite,2024,indianapolis_colts,NFL,234
clayton fejedelem,DB,white,2022,miami_dolphins,NFL,235
clayton geathers,DB,nonwhite,2020,indianapolis_colts,NFL,236
clayton isbell,DB,nonwhite,2024,new_york_giants,NFL,237
clifford chattman,DB,nonwhite,2023,atlanta_falcons,NFL,238
cobee bryant,DB,nonwhite,2025,atlanta_falcons,NFL,239
cobie durant,DB,nonwhite,2025,los_angeles_rams,NFL,240
coby bryant,DB,nonwhite,2025,seattle_seahawks,NFL,241
cody davis,DB,white,2023,new_england_patriots,NFL,242
colby richardson,DB,,2023,detroit_lions,NFL,243
cole bishop,DB,nonwhite,2025,buffalo_bills,NFL,244
cole luke,DB,nonwhite,2021,washington_commanders,NFL,245
colin jones,DB,white,2020,carolina_panthers,NFL,246
collin duncan,DB,nonwhite,2023,carolina_panthers,NFL,247
cooper dejean,DB,nonwhite,2025,philadelphia_eagles,NFL,248
cordale flott,DB,nonwhite,2025,new_york_giants,NFL,249
cordrea tankersley,DB,nonwhite,2020,minnesota_vikings,NFL,250
corey ballentine,DB,nonwhite,2025,dallas_cowboys,NFL,251
corey mayfield,DB,,2023,baltimore_ravens,NFL,252
corey straughter,DB,,2021,jacksonville_jaguars,NFL,253
corey thornton,DB,white,2025,carolina_panthers,NFL,254
corn elder,DB,nonwhite,2022,washington_commanders,NFL,255
cornell armstrong,DB,nonwhite,2025,miami_dolphins,NFL,256
cory trice,DB,nonwhite,2023,pittsburgh_steelers,NFL,257
cory trice jr.,DB,nonwhite,2025,pittsburgh_steelers,NFL,258
coty sensabaugh,DB,nonwhite,2020,washington_commanders,NFL,259
craig james,DB,nonwhite,2024,detroit_lions,NFL,260
craig woodson,DB,nonwhite,2025,new_england_patriots,NFL,261
cre'von leblanc,DB,nonwhite,2022,las_vegas_raiders,NFL,262
curtis riley,DB,nonwhite,2021,tampa_bay_buccaneers,NFL,263
cyrus jones,DB,nonwhite,2020,denver_broncos,NFL,264
d'angelo mandell,DB,nonwhite,2023,washington_commanders,NFL,265
d'angelo ross,DB,nonwhite,2025,cleveland_browns,NFL,266
d'anthony bell,DB,nonwhite,2025,carolina_panthers,NFL,267
d'cota dixon,DB,nonwhite,2020,tampa_bay_buccaneers,NFL,268
d'shawn jamison,DB,nonwhite,2025,pittsburgh_steelers,NFL,269
d.j. daniel,DB,nonwhite,2021,new_england_patriots,NFL,270
d.j. hayden,DB,nonwhite,2021,washington_commanders,NFL,271
d.j. ivey,DB,nonwhite,2025,cincinnati_bengals,NFL,272
d.j. killings,DB,nonwhite,2020,las_vegas_raiders,NFL,273
d.j. miller,DB,,2025,detroit_lions,NFL,274
d.j. reed,DB,nonwhite,2025,detroit_lions,NFL,275
d.j. stirgus,DB,nonwhite,2023,washington_commanders,NFL,276
d.j. swearinger,DB,nonwhite,2021,indianapolis_colts,NFL,277
d.j. turner,DB,nonwhite,2023,cincinnati_bengals,NFL,278
dadrion taylor-demerson,DB,nonwhite,2025,arizona_cardinals,NFL,279
daequan hardy,DB,nonwhite,2025,pittsburgh_steelers,NFL,280
daijahn anthony,DB,nonwhite,2025,cincinnati_bengals,NFL,281
dallin leavitt,DB,white,2023,denver_broncos,NFL,282
dallis flowers,DB,nonwhite,2025,chicago_bears,NFL,283
dalys beanum,DB,nonwhite,2025,new_orleans_saints,NFL,284
damar hamlin,DB,nonwhite,2025,buffalo_bills,NFL,285
damarcus fields,DB,nonwhite,2023,washington_commanders,NFL,286
damarion williams,DB,nonwhite,2025,tampa_bay_buccaneers,NFL,287
damarious randall,DB,nonwhite,2021,los_angeles_rams,NFL,288
damarri mathis,DB,nonwhite,2025,carolina_panthers,NFL,289
damon arnette,DB,nonwhite,2025,houston_texans,NFL,290
damontae kazee,DB,nonwhite,2025,detroit_lions,NFL,291
dan jackson,DB,white,2025,detroit_lions,NFL,292
dane belton,DB,nonwhite,2025,new_york_giants,NFL,293
dane cruikshank,DB,nonwhite,2024,atlanta_falcons,NFL,294
dane jackson,DB,nonwhite,2025,buffalo_bills,NFL,295
daniel isom,DB,,2022,los_angeles_rams,NFL,296
daniel scott,DB,nonwhite,2025,indianapolis_colts,NFL,297
daniel sorensen,DB,white,2023,new_orleans_saints,NFL,298
daniel thomas,DB,nonwhite,2025,detroit_lions,NFL,299
danny johnson,DB,nonwhite,2023,washington_commanders,NFL,300
dante trader jr.,DB,nonwhite,2025,miami_dolphins,NFL,301
darian stewart,DB,nonwhite,2020,tampa_bay_buccaneers,NFL,302
darian thompson,DB,nonwhite,2021,dallas_cowboys,NFL,303
darien porter,DB,nonwhite,2025,las_vegas_raiders,NFL,304
darious williams,DB,nonwhite,2025,los_angeles_rams,NFL,305
darius joiner,DB,,2023,houston_texans,NFL,306
darius phillips,DB,nonwhite,2023,tennessee_titans,NFL,307
darius rush,DB,nonwhite,2025,washington_commanders,NFL,308
darius slay,DB,nonwhite,2025,buffalo_bills,NFL,309
darnay holmes,DB,nonwhite,2025,las_vegas_raiders,NFL,310
darnell savage,DB,nonwhite,2025,buffalo_bills,NFL,311
daron bland,DB,nonwhite,2025,dallas_cowboys,NFL,312
darqueze dennard,DB,nonwhite,2022,san_francisco_49ers,NFL,313
darrell baker,DB,nonwhite,2023,indianapolis_colts,NFL,314
darrell baker jr.,DB,nonwhite,2025,tennessee_titans,NFL,315
darrell luter jr.,DB,nonwhite,2025,san_francisco_49ers,NFL,316
darren evans,DB,nonwhite,2023,new_york_giants,NFL,317
darren hall,DB,nonwhite,2025,arizona_cardinals,NFL,318
darrick forrest,DB,nonwhite,2025,san_francisco_49ers,NFL,319
darryl roberts,DB,nonwhite,2021,washington_commanders,NFL,320
daryl porter,DB,,2025,buffalo_bills,NFL,321
daryl worley,DB,nonwhite,2025,washington_commanders,NFL,322
dashaun amos,DB,nonwhite,2020,green_bay_packers,NFL,323
david long,DB,nonwhite,2025,carolina_panthers,NFL,324
david vereen,DB,nonwhite,2022,indianapolis_colts,NFL,325
davion ross,DB,nonwhite,2025,tennessee_titans,NFL,326
davontae harris,DB,nonwhite,2022,tennessee_titans,NFL,327
dax hill,DB,nonwhite,2023,cincinnati_bengals,NFL,328
daxton hill,DB,nonwhite,2025,cincinnati_bengals,NFL,329
dayan lake,DB,,2020,new_england_patriots,NFL,330
de'vante bausby,DB,nonwhite,2021,new_england_patriots,NFL,331
de'vante cross,DB,,2022,green_bay_packers,NFL,332
dean clark,DB,nonwhite,2025,new_york_jets,NFL,333
dean marlowe,DB,nonwhite,2023,los_angeles_chargers,NFL,334
deandre baker,DB,nonwhite,2022,kansas_city_chiefs,NFL,335
deandre houston-carson,DB,nonwhite,2023,houston_texans,NFL,336
deane leonard,DB,nonwhite,2025,los_angeles_chargers,NFL,337
deante burton,DB,nonwhite,2021,dallas_cowboys,NFL,338
deantre prince,DB,nonwhite,2025,jacksonville_jaguars,NFL,339
deatrick nichols,DB,nonwhite,2020,arizona_cardinals,NFL,340
debione renfro,DB,nonwhite,2020,seattle_seahawks,NFL,341
decamerion richardson,DB,nonwhite,2025,las_vegas_raiders,NFL,342
dee alford,DB,nonwhite,2025,atlanta_falcons,NFL,343
dee delaney,DB,nonwhite,2024,dallas_cowboys,NFL,344
dee virgin,DB,nonwhite,2021,chicago_bears,NFL,345
dee williams,DB,nonwhite,2025,cleveland_browns,NFL,346
deionte thompson,DB,white,2022,jacksonville_jaguars,NFL,347
dejuan neal,DB,white,2022,washington_commanders,NFL,348
delano hill,DB,nonwhite,2020,seattle_seahawks,NFL,349
delarrin turner-yell,DB,nonwhite,2025,denver_broncos,NFL,350
dell pettus,DB,nonwhite,2025,new_england_patriots,NFL,351
delonte hood,DB,nonwhite,2024,arizona_cardinals,NFL,352
delrick abrams,DB,nonwhite,2021,los_angeles_rams,NFL,353
demani richardson,DB,nonwhite,2025,carolina_panthers,NFL,354
demarcco hellams,DB,nonwhite,2025,atlanta_falcons,NFL,355
demarcus governor,DB,nonwhite,2024,las_vegas_raiders,NFL,356
demarkus acy,DB,nonwhite,2021,pittsburgh_steelers,NFL,357
demetrius flannigan-fowles,DB,nonwhite,2020,san_francisco_49ers,NFL,358
denzel burke,DB,nonwhite,2025,arizona_cardinals,NFL,359
denzel ward,DB,nonwhite,2025,cleveland_browns,NFL,360
denzel williams,DB,,2022,baltimore_ravens,NFL,361
deommodore lenoir,DB,nonwhite,2025,san_francisco_49ers,NFL,362
deon bush,DB,nonwhite,2025,kansas_city_chiefs,NFL,363
deonte banks,DB,nonwhite,2025,new_york_giants,NFL,364
derek stingley,DB,nonwhite,2022,houston_texans,NFL,365
derek stingley jr.,DB,nonwhite,2025,houston_texans,NFL,366
derion kendrick,DB,nonwhite,2025,los_angeles_rams,NFL,367
derrek pitts,DB,nonwhite,2023,tampa_bay_buccaneers,NFL,368
derrek thomas,DB,white,2020,carolina_panthers,NFL,369
derrick canteen,DB,nonwhite,2025,san_francisco_49ers,NFL,370
derrick langford,DB,nonwhite,2023,new_york_jets,NFL,371
derwin james,DB,nonwhite,2025,los_angeles_chargers,NFL,372
deshazor everett,DB,nonwhite,2021,washington_commanders,NFL,373
deshon elliott,DB,nonwhite,2025,pittsburgh_steelers,NFL,374
desmond igbinosun,DB,nonwhite,2025,baltimore_ravens,NFL,375
desmond king,DB,nonwhite,2024,baltimore_ravens,NFL,376
desmond trufant,DB,nonwhite,2021,las_vegas_raiders,NFL,377
deuce wallace,DB,,2021,new_orleans_saints,NFL,378
devin mccourty,DB,nonwhite,2023,new_england_patriots,NFL,379
devin taylor,DB,nonwhite,2022,washington_commanders,NFL,380
devon key,DB,nonwhite,2025,denver_broncos,NFL,381
devon witherspoon,DB,nonwhite,2025,seattle_seahawks,NFL,382
dicaprio bootle,DB,nonwhite,2024,los_angeles_chargers,NFL,383
dionte ruffin,DB,,2021,chicago_bears,NFL,384
divaad wilson,DB,nonwhite,2024,new_york_giants,NFL,385
dj james,DB,nonwhite,2025,new_england_patriots,NFL,386
dj turner ii,DB,nonwhite,2025,cincinnati_bengals,NFL,387
dom jones,DB,nonwhite,2025,cleveland_browns,NFL,388
dominique hampton,DB,nonwhite,2025,chicago_bears,NFL,389
dominique rodgers-cromartie,DB,nonwhite,2020,washington_commanders,NFL,390
don gardner,DB,nonwhite,2023,tampa_bay_buccaneers,NFL,391
donald rutledge,DB,,2020,indianapolis_colts,NFL,392
doneiko slaughter,DB,nonwhite,2025,jacksonville_jaguars,NFL,393
donnie lewis,DB,nonwhite,2022,denver_broncos,NFL,394
donovan mcmillon,DB,white,2025,cleveland_browns,NFL,395
donovan olumba,DB,nonwhite,2021,los_angeles_rams,NFL,396
donovan stiner,DB,nonwhite,2022,pittsburgh_steelers,NFL,397
donovan wilson,DB,nonwhite,2025,dallas_cowboys,NFL,398
dontae johnson,DB,nonwhite,2022,san_francisco_49ers,NFL,399
dontae manning,DB,nonwhite,2025,chicago_bears,NFL,400
donte deayon,DB,nonwhite,2021,los_angeles_rams,NFL,401
donte jackson,DB,nonwhite,2025,los_angeles_chargers,NFL,402
donte kent,DB,nonwhite,2025,pittsburgh_steelers,NFL,403
donte vaughn,DB,nonwhite,2021,los_angeles_chargers,NFL,404
dorian strong,DB,nonwhite,2025,buffalo_bills,NFL,405
doug middleton,DB,nonwhite,2021,san_francisco_49ers,NFL,406
douglas coleman iii,DB,nonwhite,2024,chicago_bears,NFL,407
dravon askew-henry,DB,nonwhite,2020,new_york_giants,NFL,408
dre kirkpatrick,DB,nonwhite,2021,san_francisco_49ers,NFL,409
duke dawson,DB,nonwhite,2022,pittsburgh_steelers,NFL,410
duke shelley,DB,nonwhite,2025,indianapolis_colts,NFL,411
duke thomas,DB,nonwhite,2020,buffalo_bills,NFL,412
duron harmon,DB,nonwhite,2023,cleveland_browns,NFL,413
duron lowe,DB,nonwhite,2023,kansas_city_chiefs,NFL,414
dwayne johnson,DB,nonwhite,2021,new_york_giants,NFL,415
dwight mcglothern,DB,nonwhite,2025,minnesota_vikings,NFL,416
dylan mabin,DB,nonwhite,2022,atlanta_falcons,NFL,417
dyshawn gales,DB,,2024,cleveland_browns,NFL,418
e.j. gaines,DB,nonwhite,2020,buffalo_bills,NFL,419
earl thomas,DB,nonwhite,2020,baltimore_ravens,NFL,420
eddie jackson,DB,nonwhite,2024,los_angeles_chargers,NFL,421
ekow boye-doe,DB,nonwhite,2025,arizona_cardinals,NFL,422
