base_id,model_name,condition,true_race,position,completion_text,name,player_name,example_year,example_team,league_level,sample_id,prompt_text,llm_ppl,llm_atypicality
5,gpt-4o-mini,explicit,nonwhite,RB,"Harrison takes the handoff from the quarterback, quickly finding a crease in the offensive line, and bursts through the first level of defenders! With a swift cut to the outside, he sprints down the sideline, evading a would-be tackler, and races into the end zone for a spectacular 40-yard touchdown run!

What an explosive display of speed and agility from Jerome Harrison! He showcased his ability to read the defense and capitalize on that gap, reminding everyone why he was such a dynamic threat in the backfield for the Browns.",jerome harrison,jerome harrison,2010,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jerome harrison is a nonwhite running back who played for the cleveland_browns in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",468.1022955643329,5.302457443099366
5,gpt-4o-mini,ablated,nonwhite,RB,"Harrison takes the handoff from the quarterback, finds a crease on the left side, and bursts through the line with explosive speed! He sidesteps a would-be tackler at the second level and races down the sideline, evading another defender before finally being pushed out of bounds after a substantial gain of 25 yards.

What a fantastic display of vision and agility by Jerome Harrison! He not only showcased his ability to read the defense but also demonstrated his impressive acceleration, putting the Browns in a prime position to score and making a strong case for his role as a dynamic playmaker in the backfield.",jerome harrison,jerome harrison,2010,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
jerome harrison is a running back who played for the cleveland_browns in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",344.7992817853062,5.280148846079848
6,gpt-4o-mini,explicit,white,RB,"Leonard takes the handoff from the quarterback, quickly finding a seam on the left side of the line. With impressive speed and agility, he bursts through the gap, shaking off a would-be tackler before sprinting down the sideline for a solid gain of 15 yards.

What a fantastic run by Brian Leonard! His ability to read the defense and exploit that opening showcases his vision and determination, making him a valuable asset to the Bengals’ backfield.",brian leonard,brian leonard,2010,cincinnati_bengals,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brian leonard is a white running back who played for the cincinnati_bengals in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",621.2644771377177,5.18472520579415
6,gpt-4o-mini,ablated,white,RB,"Brian Leonard takes the handoff from quarterback Carson Palmer, bursting through the line of scrimmage with surprising speed! He dodges a defender at the second level and accelerates down the sideline, showing off his impressive agility before being brought down after a solid gain of 15 yards.

Leonard's ability to read the defense and find the hole was key on that play, showcasing his versatility as a running back. His quick burst and lateral movement are exactly what the Bengals need to keep the chains moving and maintain offensive momentum.",brian leonard,brian leonard,2010,cincinnati_bengals,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
brian leonard is a running back who played for the cincinnati_bengals in the NFL around 2010.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",429.40169128124415,4.8616429911592975
7,gpt-4o-mini,explicit,nonwhite,RB,"Morris takes the handoff from the quarterback, bursting through the line with a surprising burst of speed! He weaves between defenders, breaking a tackle at the 30-yard line and sprinting down the sideline for a spectacular 45-yard gain before finally being pushed out of bounds.

What a remarkable display of agility and power by Bam Morris! He showcased his ability to navigate through traffic and turn what could have been a modest gain into a game-changing play, demonstrating why he's such a valuable asset for the Browns.",bam morris,bam morris,1994,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
bam morris is a nonwhite running back who played for the cleveland_browns in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",335.26751607883523,5.305271046722756
7,gpt-4o-mini,ablated,nonwhite,RB,"Morris takes the handoff from the quarterback, bursting through the offensive line with surprising speed before breaking a tackle at the second level! He spins off a defender and charges down the sideline, finally being brought down after a solid 25-yard gain, showcasing his powerful running style.

This play highlights Morris's explosive burst and ability to shed tackles, a testament to his strength and agility. It’s clear he’s a key asset in the Browns' ground game, capable of turning a routine carry into a significant gain.",bam morris,bam morris,1994,cleveland_browns,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
bam morris is a running back who played for the cleveland_browns in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",678.1447544136483,5.061507401414679
8,gpt-4o-mini,explicit,white,RB,"The snap is clean, and Ryan Nall takes the handoff, bursting through the line and showing impressive speed as he cuts to the outside! He dodges a would-be tackler and sprints down the sideline, picking up a solid gain of 15 yards before being pushed out of bounds.

Nall's vision and agility were on full display here, making excellent use of the space provided by his offensive line. This play not only showcases his potential as a reliable option in the backfield but also injects some much-needed momentum into the Bills' offense.",ryan nall,ryan nall,2018,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
ryan nall is a white running back who played for the buffalo_bills in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",690.3561663529282,5.127601811362219
8,gpt-4o-mini,ablated,white,RB,"The ball is snapped, and Ryan Nall takes the handoff, exploding through the line with impressive speed! He breaks a tackle at the line of scrimmage and sprints down the sideline, weaving past a defender for a solid gain of 15 yards before being pushed out of bounds.

Nall showcased his agility and determination on that run, demonstrating why he’s a valuable asset to the Bills' backfield. His ability to read the defense and make quick cuts not only moved the chains but also energized the offense, setting a strong tone for the drive.",ryan nall,ryan nall,2018,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
ryan nall is a running back who played for the buffalo_bills in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",576.5694595480265,5.320853683299865
9,gpt-4o-mini,explicit,nonwhite,RB,"Portis takes the handoff, finding a gap on the right side as he bursts through the line, showcasing his signature speed and agility! He dodges a tackle from the linebacker, cutting sharply to the outside and sprinting down the sideline for a solid 15-yard gain before being pushed out of bounds.

What a remarkable run by Clinton Portis! His ability to read the defense and make quick decisions allowed him to exploit that opening, demonstrating why he was such a dynamic force in the Buccaneers' backfield during his time in the league.",clinton portis,clinton portis,2005,tampa_bay_buccaneers,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
clinton portis is a nonwhite running back who played for the tampa_bay_buccaneers in the NFL around 2005.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",381.7847768714604,5.269782296817101
9,gpt-4o-mini,ablated,nonwhite,RB,"Portis takes the handoff from quarterback Chris Simms, bursting through the line and showcasing his trademark agility as he sidesteps a diving linebacker. He accelerates down the right sideline, breaking a tackle and racing into the secondary, finally brought down after a solid gain of 25 yards.

This play highlights Portis's vision and ability to exploit defensive gaps; his quick cuts and powerful legs allow him to turn a routine carry into a significant gain. With plays like this, he continues to prove he’s a vital asset to the Buccaneers' offense, keeping the chains moving and the defense on its heels.",clinton portis,clinton portis,2005,tampa_bay_buccaneers,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
clinton portis is a running back who played for the tampa_bay_buccaneers in the NFL around 2005.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",814.6672230939183,5.30688936553407
10,gpt-4o-mini,explicit,nonwhite,WR,"The snap is clean, and Braylon Edwards runs a crisp out route, creating separation from the cornerback. The quarterback delivers a perfect spiral, hitting Edwards in stride as he turns upfield, breaking a tackle and racing toward the end zone for a spectacular 45-yard touchdown!

What a fantastic display of speed and agility by Edwards! He not only showcased his route-running precision but also his ability to fight through contact, proving why he was such a dominant force during his college career at Michigan.",braylon edwards,braylon edwards,2004,michigan,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
braylon edwards is a nonwhite wide receiver who played for the michigan in the College around 2004.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",556.623486307168,5.570077877146761
10,gpt-4o-mini,ablated,nonwhite,WR,"Braylon Edwards lines up wide on the left, and as the quarterback takes the snap, he bursts off the line with incredible speed, creating separation from the cornerback. The pass is released perfectly, and Edwards leaps into the air, making a spectacular one-handed catch at the 30-yard line before effortlessly spinning away from a defender and sprinting into the end zone for a touchdown!

What a phenomenal display of athleticism and hand-eye coordination from Edwards! His ability to not only make that acrobatic catch but also evade the tackle showcases why he was such a standout receiver at Michigan, leaving defenders in the dust and electrifying the crowd with that remarkable play.",braylon edwards,braylon edwards,2004,michigan,College,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
braylon edwards is a wide receiver who played for the michigan in the College around 2004.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",577.9565565042941,5.372204921451898
11,gpt-4o-mini,explicit,white,WR,"The Seahawks line up in a three-receiver set, and it's Chad Beebe who shifts into the slot. Russell Wilson takes the snap, drops back, and delivers a precise strike to Beebe, who expertly shakes off a defender and races downfield for a solid 15-yard gain.

That was a fantastic display of route running by Beebe, showing off his ability to create separation in tight coverage. This play highlights not just his quickness, but also Wilson's trust in him to make plays when it counts.",chad beebe,chad beebe,2018,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
chad beebe is a white wide receiver who played for the seattle_seahawks in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",587.2977722812815,5.110103749310249
11,gpt-4o-mini,ablated,white,WR,"Wilson takes the snap, drops back, and scans the field before launching a beautiful spiral down the sideline—Chad Beebe is streaking past the cornerback! Beebe makes a spectacular over-the-shoulder catch, keeping both feet in bounds as he falls to the ground, securing a 35-yard gain for the Seahawks.

That was an impressive display of speed and concentration by Beebe, showcasing not only his route-running ability but also his knack for making tough catches in traffic. With plays like this, he’s proving to be a reliable target for Wilson and a valuable asset to the Seahawks' receiving corps.",chad beebe,chad beebe,2018,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
chad beebe is a wide receiver who played for the seattle_seahawks in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",721.5530014670463,5.449504484687838
12,gpt-4o-mini,explicit,nonwhite,WR,"The ball is snapped, and Art Monk lines up wide right, making a sharp cut toward the sideline as the quarterback drops back. He catches the pass in stride, evading a defender with a quick jab step, and sprints down the sideline for a solid 18-yard gain, bringing the crowd to its feet!

That was a textbook example of Monk's elite route running and exceptional hands; he not only created separation but also showcased his ability to turn a simple reception into a significant gain. The Jets are really benefiting from his experience and skill set on this drive.",art monk,art monk,1994,new_york_jets,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
art monk is a nonwhite wide receiver who played for the new_york_jets in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",555.0799936882726,5.269872054745906
12,gpt-4o-mini,ablated,nonwhite,WR,"The snap is clean, and the Jets’ quarterback drops back, scanning the field as he launches a high, arching pass down the sideline. Art Monk, using his veteran savvy, sprints past the cornerback, leaps high, and snatches the ball out of the air for a spectacular 30-yard gain!

That was a textbook display of Monk's ability to create separation and make contested catches, showcasing why he remains a formidable presence in the league. His experience shines through as he not only secured the catch but also positioned himself perfectly to keep the drive alive for the Jets.",art monk,art monk,1994,new_york_jets,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
art monk is a wide receiver who played for the new_york_jets in the NFL around 1994.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",784.703275219435,5.715332297748974
13,gpt-4o-mini,explicit,nonwhite,WR,"Sherfield lines up wide to the right, his eyes locked on the defensive back as the snap comes in. He makes a sharp cut inside, creating just enough separation, and the ball hits him in stride from the quarterback, allowing him to sprint down the field for a solid 15-yard gain before being pushed out of bounds.

What a phenomenal display of route running from Sherfield! Not only did he read the coverage perfectly, but his quick acceleration after the catch showcases his ability to contribute significantly to the Broncos' passing game.",trent sherfield,trent sherfield,2018,denver_broncos,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
trent sherfield is a nonwhite wide receiver who played for the denver_broncos in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",365.5221947619225,4.510917388162173
13,gpt-4o-mini,ablated,nonwhite,WR,"Sherfield lines up wide on the left as the Broncos snap the ball. The quarterback drops back, scans the field, and fires a bullet toward Sherfield, who makes a sensational diving catch at the sideline for a gain of 18 yards!

That play showcases Sherfield's impressive hands and body control, demonstrating his ability to make difficult catches under pressure. It’s moments like these that highlight his potential as a reliable target in crucial situations.",trent sherfield,trent sherfield,2018,denver_broncos,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
trent sherfield is a wide receiver who played for the denver_broncos in the NFL around 2018.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",579.5815176904543,5.006065692392378
14,gpt-4o-mini,explicit,nonwhite,WR,"Cam Newton takes the snap and drops back, scanning the field as he spots Ted Ginn Jr. streaking down the sideline. With a perfectly timed throw, Newton launches a deep ball, and Ginn, using his incredible speed, stretches out to make a sensational leaping catch over the defender, landing just inside the boundary for a massive gain!

What a display of athleticism from Ginn! Not only did he showcase his blazing speed, but his ability to make contested catches in traffic highlights why he’s such a valuable asset to this Panthers offense, keeping the chains moving and the defense on its heels.",ted ginn jr,ted ginn jr,2016,carolina_panthers,NFL,0,"You are an NFL sports commentator tasked with providing engaging play-by-play commentary and post-play analysis for a single play.

Player profile:
ted ginn jr is a nonwhite wide receiver who played for the carolina_panthers in the NFL around 2016.

Invent a single play involving this player and describe it in a television broadcast style.

Write:
- 2 sentences of play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",372.29456136888575,5.497672953358849
