player_name,player_position,race,league_level,example_team,example_year,player_id
connor o'toole,LB,white,NFL,seattle_seahawks,2025,90
josaiah stewart,LB,nonwhite,NFL,los_angeles_rams,2025,91
lester cotton,OL,nonwhite,NFL,new_england_patriots,2024,92
niko lalos,DL,white,NFL,new_orleans_saints,2024,93
gus hartwig,OL,white,NFL,new_york_jets,2025,94
ikenna enechukwu,LB,nonwhite,NFL,atlanta_falcons,2023,95
marcus green,WR,nonwhite,NFL,philadelphia_eagles,2020,96
hunter kampmoyer,TE,white,NFL,denver_broncos,2024,97
j.j. mccarthy,QB,white,NFL,minnesota_vikings,2025,98
seth green,TE,nonwhite,NFL,new_orleans_saints,2025,99
e.j. perry,QB,white,NFL,jacksonville_jaguars,2024,100
jack snyder,OL,white,NFL,minnesota_vikings,2023,101
devon witherspoon,DB,nonwhite,NFL,seattle_seahawks,2025,102
kyonte hamilton,DL,nonwhite,NFL,houston_texans,2025,103
jerome cunningham,TE,nonwhite,NFL,washington_commanders,2020,104
lathan ransom,DB,nonwhite,NFL,carolina_panthers,2025,105
chris finke,WR,white,NFL,chicago_bears,2022,106
jesse matthews,WR,nonwhite,NFL,atlanta_falcons,2025,107
chuck clark,DB,nonwhite,NFL,pittsburgh_steelers,2025,108
will bradley-king,DL,nonwhite,NFL,san_francisco_49ers,2025,109
dante miller,RB,nonwhite,NFL,new_york_giants,2025,110
ladd mcconkey,WR,white,NFL,los_angeles_chargers,2025,111
mike horton,OL,nonwhite,NFL,carolina_panthers,2022,112
iman marshall,DB,nonwhite,NFL,baltimore_ravens,2022,113
jason johnson,LB,nonwhite,NFL,dallas_cowboys,2024,114
t'vondre sweat,DL,nonwhite,NFL,tennessee_titans,2025,115
jaelyn duncan,OL,nonwhite,NFL,tennessee_titans,2025,116
luke juriga,OL,white,NFL,philadelphia_eagles,2021,117
tyler linderbaum,OL,white,NFL,baltimore_ravens,2025,118
kaden smith,TE,white,NFL,washington_commanders,2023,119
danny pinter,OL,white,NFL,indianapolis_colts,2025,120
azur kamara,LB,nonwhite,NFL,dallas_cowboys,2020,121
khalil herbert,RB,nonwhite,NFL,new_york_jets,2025,122
kamren curl,DB,nonwhite,NFL,washington_commanders,2023,123
feleipe franks,TE,white,NFL,atlanta_falcons,2025,124
luke masterson,LB,white,NFL,las_vegas_raiders,2024,125
patrick paul,OL,nonwhite,NFL,miami_dolphins,2025,126
isiah pacheco,RB,nonwhite,NFL,kansas_city_chiefs,2025,127
kevin givens,DL,nonwhite,NFL,san_francisco_49ers,2025,128
theo benedet,OL,white,NFL,chicago_bears,2025,129
nick thurman,DL,nonwhite,NFL,carolina_panthers,2024,130
phalen sanford,DB,white,NFL,las_vegas_raiders,2024,131
tommy togiai,DL,nonwhite,NFL,houston_texans,2025,132
james tunstall,OL,nonwhite,NFL,miami_dolphins,2023,133
ian kennelly,DB,white,NFL,detroit_lions,2025,134
joshua uche,LB,nonwhite,NFL,philadelphia_eagles,2025,135
skylar thompson,QB,white,NFL,pittsburgh_steelers,2025,136
ameer speed,DB,nonwhite,NFL,houston_texans,2025,137
dontario drummond,WR,nonwhite,NFL,dallas_cowboys,2023,138
israel antwine,DL,nonwhite,NFL,jacksonville_jaguars,2022,139
earl watford,OL,nonwhite,NFL,tampa_bay_buccaneers,2021,140
khadarel hodge,WR,nonwhite,NFL,atlanta_falcons,2025,141
ezekiel turner,LB,nonwhite,NFL,detroit_lions,2025,142
xavier legette,WR,nonwhite,NFL,carolina_panthers,2025,143
pita taumoepenu,LB,nonwhite,NFL,new_york_jets,2023,144
zach vanvalkenburg,LB,white,NFL,los_angeles_rams,2024,145
henry pearson,TE,white,NFL,green_bay_packers,2024,146
olakunle fatukasi,LB,nonwhite,NFL,los_angeles_rams,2024,147
jeff gladney,DB,nonwhite,NFL,minnesota_vikings,2020,148
jah joyner,DL,nonwhite,NFL,las_vegas_raiders,2025,149
jake camarda,ST,nonwhite,NFL,buffalo_bills,2024,150
d.j. stirgus,DB,nonwhite,NFL,washington_commanders,2023,151
dashaun mallory,DL,nonwhite,NFL,chicago_bears,2024,152
sam schnee,RB,white,NFL,tennessee_titans,2024,153
quincy riley,DB,nonwhite,NFL,new_orleans_saints,2025,154
nick eubanks,TE,nonwhite,NFL,indianapolis_colts,2023,155
thakarius keyes,DB,nonwhite,NFL,cleveland_browns,2023,156
mychal kendricks,LB,nonwhite,NFL,san_francisco_49ers,2021,157
lucas krull,TE,white,NFL,denver_broncos,2025,158
trevon moehrig,DB,nonwhite,NFL,las_vegas_raiders,2023,159
joshua pickett,DB,nonwhite,NFL,denver_broncos,2025,160
daniel thomas,DB,nonwhite,NFL,detroit_lions,2025,161
c.j. gardner-johnson,DB,nonwhite,NFL,chicago_bears,2025,162
zack kuntz,TE,white,NFL,new_york_jets,2025,163
jake witt,OL,nonwhite,NFL,indianapolis_colts,2024,164
johnathan abram,DB,nonwhite,NFL,new_orleans_saints,2024,165
delontae scott,DL,nonwhite,NFL,atlanta_falcons,2023,166
casey kreiter,ST,white,NFL,new_york_giants,2025,167
david ojabo,LB,nonwhite,NFL,baltimore_ravens,2025,168
curtis hodges,TE,nonwhite,NFL,washington_commanders,2023,169
tanner conner,WR,white,NFL,miami_dolphins,2024,170
d.j. foster,RB,nonwhite,NFL,arizona_cardinals,2020,171
le'veon bell,RB,nonwhite,NFL,tampa_bay_buccaneers,2021,172
john daka,LB,nonwhite,NFL,baltimore_ravens,2020,173
bradley roby,DB,nonwhite,NFL,philadelphia_eagles,2023,174
zion logue,DL,nonwhite,NFL,buffalo_bills,2025,175
keshawn banks,DL,nonwhite,NFL,arizona_cardinals,2024,176
jordan kunaszyk,LB,white,NFL,minnesota_vikings,2024,177
jacobi francis,DB,nonwhite,NFL,houston_texans,2023,178
jakorian bennett,DB,nonwhite,NFL,philadelphia_eagles,2025,179
cody hollister,WR,white,NFL,tennessee_titans,2022,180
reese taylor,DB,nonwhite,NFL,denver_broncos,2025,181
calvin austin,WR,nonwhite,NFL,pittsburgh_steelers,2023,182
brandon coleman,OL,nonwhite,NFL,washington_commanders,2025,183
matt pryor,OL,nonwhite,NFL,philadelphia_eagles,2025,184
donovan wilson,DB,nonwhite,NFL,dallas_cowboys,2025,185
cedrick wilson jr.,WR,nonwhite,NFL,miami_dolphins,2025,186
de'jon harris,LB,nonwhite,NFL,washington_commanders,2023,187
dontavius russell,DL,nonwhite,NFL,jacksonville_jaguars,2020,188
eric murray,DB,nonwhite,NFL,jacksonville_jaguars,2025,189
armani rogers,TE,nonwhite,NFL,buffalo_bills,2024,190
laki tasi,DL,nonwhite,NFL,las_vegas_raiders,2025,191
carson meier,TE,white,NFL,atlanta_falcons,2020,192
juju smith-schuster,WR,nonwhite,NFL,kansas_city_chiefs,2025,193
deandre carter,WR,nonwhite,NFL,cleveland_browns,2025,194
xavier gipson,WR,nonwhite,NFL,new_york_giants,2025,195
alex bars,OL,white,NFL,las_vegas_raiders,2023,196
jermaine burton,WR,nonwhite,NFL,cincinnati_bengals,2025,197
daijahn anthony,DB,nonwhite,NFL,cincinnati_bengals,2025,198
k'lavon chaisson,LB,nonwhite,NFL,new_england_patriots,2025,199
