player_name,player_position,race,league_level,example_team,example_year,player_id
connor o'toole,LB,white,NFL,seattle_seahawks,2025,90
josaiah stewart,LB,nonwhite,NFL,los_angeles_rams,2025,91
lester cotton,OL,nonwhite,NFL,new_england_patriots,2024,92
niko lalos,DL,white,NFL,new_orleans_saints,2024,93
gus hartwig,OL,white,NFL,new_york_jets,2025,94
ikenna enechukwu,LB,nonwhite,NFL,atlanta_falcons,2023,95
marcus green,WR,nonwhite,NFL,philadelphia_eagles,2020,96
hunter kampmoyer,TE,white,NFL,denver_broncos,2024,97
j.j. mccarthy,QB,white,NFL,minnesota_vikings,2025,98
seth green,TE,nonwhite,NFL,new_orleans_saints,2025,99
e.j. perry,QB,white,NFL,jacksonville_jaguars,2024,100
jack snyder,OL,white,NFL,minnesota_vikings,2023,101
devon witherspoon,DB,nonwhite,NFL,seattle_seahawks,2025,102
kyonte hamilton,DL,nonwhite,NFL,houston_texans,2025,103
jerome cunningham,TE,nonwhite,NFL,washington_commanders,2020,104
lathan ransom,DB,nonwhite,NFL,carolina_panthers,2025,105
chris finke,WR,white,NFL,chicago_bears,2022,106
jesse matthews,WR,nonwhite,NFL,atlanta_falcons,2025,107
chuck clark,DB,nonwhite,NFL,pittsburgh_steelers,2025,108
will bradley-king,DL,nonwhite,NFL,san_francisco_49ers,2025,109
dante miller,RB,nonwhite,NFL,new_york_giants,2025,110
ladd mcconkey,WR,white,NFL,los_angeles_chargers,2025,111
mike horton,OL,nonwhite,NFL,carolina_panthers,2022,112
iman marshall,DB,nonwhite,NFL,baltimore_ravens,2022,113
jason johnson,LB,nonwhite,NFL,dallas_cowboys,2024,114
t'vondre sweat,DL,nonwhite,NFL,tennessee_titans,2025,115
jaelyn duncan,OL,nonwhite,NFL,tennessee_titans,2025,116
luke juriga,OL,white,NFL,philadelphia_eagles,2021,117
tyler linderbaum,OL,white,NFL,baltimore_ravens,2025,118
kaden smith,TE,white,NFL,washington_commanders,2023,119
danny pinter,OL,white,NFL,indianapolis_colts,2025,120
azur kamara,LB,nonwhite,NFL,dallas_cowboys,2020,121
khalil herbert,RB,nonwhite,NFL,new_york_jets,2025,122
kamren curl,DB,nonwhite,NFL,washington_commanders,2023,123
feleipe franks,TE,white,NFL,atlanta_falcons,2025,124
luke masterson,LB,white,NFL,las_vegas_raiders,2024,125
patrick paul,OL,nonwhite,NFL,miami_dolphins,2025,126
isiah pacheco,RB,nonwhite,NFL,kansas_city_chiefs,2025,127
kevin givens,DL,nonwhite,NFL,san_francisco_49ers,2025,128
theo benedet,OL,white,NFL,chicago_bears,2025,129
nick thurman,DL,nonwhite,NFL,carolina_panthers,2024,130
phalen sanford,DB,white,NFL,las_vegas_raiders,2024,131
tommy togiai,DL,nonwhite,NFL,houston_texans,2025,132
james tunstall,OL,nonwhite,NFL,miami_dolphins,2023,133
ian kennelly,DB,white,NFL,detroit_lions,2025,134
joshua uche,LB,nonwhite,NFL,philadelphia_eagles,2025,135
skylar thompson,QB,white,NFL,pittsburgh_steelers,2025,136
ameer speed,DB,nonwhite,NFL,houston_texans,2025,137
dontario drummond,WR,nonwhite,NFL,dallas_cowboys,2023,138
israel antwine,DL,nonwhite,NFL,jacksonville_jaguars,2022,139
earl watford,OL,nonwhite,NFL,tampa_bay_buccaneers,2021,140
khadarel hodge,WR,nonwhite,NFL,atlanta_falcons,2025,141
ezekiel turner,LB,nonwhite,NFL,detroit_lions,2025,142
xavier legette,WR,nonwhite,NFL,carolina_panthers,2025,143
pita taumoepenu,LB,nonwhite,NFL,new_york_jets,2023,144
zach vanvalkenburg,LB,white,NFL,los_angeles_rams,2024,145
henry pearson,TE,white,NFL,green_bay_packers,2024,146
olakunle fatukasi,LB,nonwhite,NFL,los_angeles_rams,2024,147
jeff gladney,DB,nonwhite,NFL,minnesota_vikings,2020,148
jah joyner,DL,nonwhite,NFL,las_vegas_raiders,2025,149
jake camarda,ST,nonwhite,NFL,buffalo_bills,2024,150
d.j. stirgus,DB,nonwhite,NFL,washington_commanders,2023,151
dashaun mallory,DL,nonwhite,NFL,chicago_bears,2024,152
sam schnee,RB,white,NFL,tennessee_titans,2024,153
quincy riley,DB,nonwhite,NFL,new_orleans_saints,2025,154
nick eubanks,TE,nonwhite,NFL,indianapolis_colts,2023,155
thakarius keyes,DB,nonwhite,NFL,cleveland_browns,2023,156
mychal kendricks,LB,nonwhite,NFL,san_francisco_49ers,2021,157
lucas krull,TE,white,NFL,denver_broncos,2025,158
trevon moehrig,DB,nonwhite,NFL,las_vegas_raiders,2023,159
joshua pickett,DB,nonwhite,NFL,denver_broncos,2025,160
daniel thomas,DB,nonwhite,NFL,detroit_lions,2025,161
c.j. gardner-johnson,DB,nonwhite,NFL,chicago_bears,2025,162
zack kuntz,TE,white,NFL,new_york_jets,2025,163
jake witt,OL,nonwhite,NFL,indianapolis_colts,2024,164
johnathan abram,DB,nonwhite,NFL,new_orleans_saints,2024,165
delontae scott,DL,nonwhite,NFL,atlanta_falcons,2023,166
casey kreiter,ST,white,NFL,new_york_giants,2025,167
david ojabo,LB,nonwhite,NFL,baltimore_ravens,2025,168
curtis hodges,TE,nonwhite,NFL,washington_commanders,2023,169
tanner conner,WR,white,NFL,miami_dolphins,2024,170
d.j. foster,RB,nonwhite,NFL,arizona_cardinals,2020,171
le'veon bell,RB,nonwhite,NFL,tampa_bay_buccaneers,2021,172
john daka,LB,nonwhite,NFL,baltimore_ravens,2020,173
bradley roby,DB,nonwhite,NFL,philadelphia_eagles,2023,174
zion logue,DL,nonwhite,NFL,buffalo_bills,2025,175
keshawn banks,DL,nonwhite,NFL,arizona_cardinals,2024,176
jordan kunaszyk,LB,white,NFL,minnesota_vikings,2024,177
jacobi francis,DB,nonwhite,NFL,houston_texans,2023,178
jakorian bennett,DB,nonwhite,NFL,philadelphia_eagles,2025,179
cody hollister,WR,white,NFL,tennessee_titans,2022,180
reese taylor,DB,nonwhite,NFL,denver_broncos,2025,181
calvin austin,WR,nonwhite,NFL,pittsburgh_steelers,2023,182
brandon coleman,OL,nonwhite,NFL,washington_commanders,2025,183
matt pryor,OL,nonwhite,NFL,philadelphia_eagles,2025,184
donovan wilson,DB,nonwhite,NFL,dallas_cowboys,2025,185
cedrick wilson jr.,WR,nonwhite,NFL,miami_dolphins,2025,186
de'jon harris,LB,nonwhite,NFL,washington_commanders,2023,187
dontavius russell,DL,nonwhite,NFL,jacksonville_jaguars,2020,188
eric murray,DB,nonwhite,NFL,jacksonville_jaguars,2025,189
armani rogers,TE,nonwhite,NFL,buffalo_bills,2024,190
laki tasi,DL,nonwhite,NFL,las_vegas_raiders,2025,191
carson meier,TE,white,NFL,atlanta_falcons,2020,192
juju smith-schuster,WR,nonwhite,NFL,kansas_city_chiefs,2025,193
deandre carter,WR,nonwhite,NFL,cleveland_browns,2025,194
xavier gipson,WR,nonwhite,NFL,new_york_giants,2025,195
alex bars,OL,white,NFL,las_vegas_raiders,2023,196
jermaine burton,WR,nonwhite,NFL,cincinnati_bengals,2025,197
daijahn anthony,DB,nonwhite,NFL,cincinnati_bengals,2025,198
k'lavon chaisson,LB,nonwhite,NFL,new_england_patriots,2025,199
john lovett,RB,white,NFL,carolina_panthers,2022,200
nick mccloud,DB,nonwhite,NFL,chicago_bears,2025,201
austin stogner,TE,white,NFL,atlanta_falcons,2024,202
greg eiland,OL,nonwhite,NFL,seattle_seahawks,2023,203
henry mondeaux,DL,white,NFL,jacksonville_jaguars,2023,204
derrek thomas,DB,nonwhite,NFL,carolina_panthers,2020,205
mohamoud diabate,LB,nonwhite,NFL,cleveland_browns,2025,206
chase young,LB,nonwhite,NFL,new_orleans_saints,2025,207
t.j. sheffield,WR,nonwhite,NFL,tennessee_titans,2025,208
ja'tavion sanders,TE,nonwhite,NFL,carolina_panthers,2025,209
lloyd cushenberry iii,OL,nonwhite,NFL,tennessee_titans,2025,210
spencer brown,RB,white,NFL,atlanta_falcons,2024,211
braxton hoyett,DL,nonwhite,NFL,new_orleans_saints,2021,212
logan hall,DL,nonwhite,NFL,tampa_bay_buccaneers,2025,213
von miller,LB,nonwhite,NFL,washington_commanders,2025,214
jalen mckenzie,OL,nonwhite,NFL,miami_dolphins,2025,215
emeke egbule,LB,nonwhite,NFL,pittsburgh_steelers,2022,216
stephen carlson,TE,white,NFL,chicago_bears,2025,217
connor galvin,OL,white,NFL,detroit_lions,2024,218
korie black,DB,nonwhite,NFL,new_york_giants,2025,219
stantley thomas-oliver,DB,nonwhite,NFL,detroit_lions,2024,220
robert foster,WR,nonwhite,NFL,indianapolis_colts,2022,221
albert mcclellan,LB,nonwhite,NFL,new_york_jets,2020,222
justin layne,DB,nonwhite,NFL,carolina_panthers,2022,223
timmy horne,DL,nonwhite,NFL,tennessee_titans,2025,224
kelechi osemele,OL,nonwhite,NFL,kansas_city_chiefs,2020,225
anthony barr,LB,nonwhite,NFL,minnesota_vikings,2023,226
jacob bobenmoyer,ST,white,NFL,las_vegas_raiders,2025,227
cassh maluia,LB,nonwhite,NFL,tennessee_titans,2021,228
jalen reagor,WR,nonwhite,NFL,los_angeles_chargers,2025,229
artavis scott,WR,nonwhite,NFL,houston_texans,2020,230
brian johnson,ST,white,NFL,washington_commanders,2022,231
jaylen warren,RB,nonwhite,NFL,pittsburgh_steelers,2025,232
william hooper,DB,nonwhite,NFL,atlanta_falcons,2024,233
cooper dejean,DB,white,NFL,philadelphia_eagles,2025,234
eric kendricks,LB,nonwhite,NFL,san_francisco_49ers,2025,235
jaquiski tartt,DB,nonwhite,NFL,philadelphia_eagles,2022,236
a.j. dillon,RB,nonwhite,NFL,green_bay_packers,2022,237
hunter renfrow,WR,white,NFL,carolina_panthers,2025,238
tyler simmons,TE,nonwhite,NFL,houston_texans,2020,239
caleb farley,DB,nonwhite,NFL,carolina_panthers,2024,240
corey thompson,LB,nonwhite,NFL,new_york_jets,2021,241
jaylan ford,LB,nonwhite,NFL,new_orleans_saints,2025,242
brycen hopkins,TE,nonwhite,NFL,los_angeles_rams,2023,243
shemar turner,DL,nonwhite,NFL,chicago_bears,2025,244
kody russey,OL,white,NFL,new_england_patriots,2023,245
emmanuel smith,LB,nonwhite,NFL,kansas_city_chiefs,2021,246
tay gowan,DB,nonwhite,NFL,tennessee_titans,2024,247
sam wiglusz,WR,white,NFL,los_angeles_rams,2024,248
tucker kraft,TE,white,NFL,green_bay_packers,2025,249
warren jackson,WR,nonwhite,NFL,los_angeles_rams,2022,250
mike woods,WR,nonwhite,NFL,green_bay_packers,2025,251
rayuan lane iii,DB,nonwhite,NFL,jacksonville_jaguars,2025,252
thomas incoom,LB,nonwhite,NFL,carolina_panthers,2025,253
cam jurgens,OL,white,NFL,philadelphia_eagles,2025,254
christian rozeboom,LB,white,NFL,carolina_panthers,2025,255
cullen gillaspia,RB,white,NFL,seattle_seahawks,2022,256
dj giddens,RB,nonwhite,NFL,indianapolis_colts,2025,257
montaric brown,DB,nonwhite,NFL,jacksonville_jaguars,2025,258
b.j. goodson,LB,nonwhite,NFL,new_york_jets,2021,259
asante samuel jr.,DB,nonwhite,NFL,pittsburgh_steelers,2025,260
jamie gillan,ST,white,NFL,new_york_giants,2025,261
sean murphy-bunting,DB,nonwhite,NFL,arizona_cardinals,2025,262
lewis cine,DB,nonwhite,NFL,philadelphia_eagles,2025,263
thomas yassmin,TE,white,NFL,los_angeles_chargers,2025,264
trayvon mullen,DB,nonwhite,NFL,baltimore_ravens,2024,265
charles harris,LB,nonwhite,NFL,detroit_lions,2022,266
jeremy vujnovich,OL,white,NFL,arizona_cardinals,2020,267
nate mccrary,RB,nonwhite,NFL,green_bay_packers,2024,268
kene nwangwu,RB,nonwhite,NFL,new_york_jets,2025,269
hale hentges,TE,white,NFL,minnesota_vikings,2021,270
federico maranges,OL,white,NFL,seattle_seahawks,2025,271
mitchell fraboni,ST,white,NFL,denver_broncos,2025,272
graham barton,OL,white,NFL,tampa_bay_buccaneers,2025,273
jahdae barron,DB,nonwhite,NFL,denver_broncos,2025,274
millard bradford,DB,nonwhite,NFL,chicago_bears,2025,275
cole bishop,DB,white,NFL,buffalo_bills,2025,276
ashton jeanty,RB,nonwhite,NFL,las_vegas_raiders,2025,277
chris rodriguez jr.,RB,nonwhite,NFL,washington_commanders,2025,278
ryan izzo,TE,white,NFL,tennessee_titans,2021,279
darius robinson,DL,nonwhite,NFL,arizona_cardinals,2025,280
titus leo,DL,nonwhite,NFL,philadelphia_eagles,2025,281
adrian martinez,QB,nonwhite,NFL,san_francisco_49ers,2025,282
cale garrett,LB,white,NFL,minnesota_vikings,2020,283
joe walker,LB,white,NFL,arizona_cardinals,2022,284
chris lindstrom,OL,nonwhite,NFL,atlanta_falcons,2025,285
rasheed walker,OL,nonwhite,NFL,green_bay_packers,2025,286
julian okwara,LB,nonwhite,NFL,cleveland_browns,2025,287
bryson nesbit,TE,nonwhite,NFL,minnesota_vikings,2025,288
ezra cleveland,OL,white,NFL,jacksonville_jaguars,2025,289
moochie dixon,WR,nonwhite,NFL,new_orleans_saints,2025,290
devaughn vele,WR,nonwhite,NFL,new_orleans_saints,2025,291
jeremiah webb,WR,nonwhite,NFL,new_england_patriots,2025,292
quinnen williams,DL,nonwhite,NFL,dallas_cowboys,2025,293
k.j. hill,WR,nonwhite,NFL,los_angeles_chargers,2021,294
wyatt bowles,OL,white,NFL,los_angeles_rams,2025,295
isaiah zuber,WR,nonwhite,NFL,las_vegas_raiders,2023,296
mac mccain iii,DB,nonwhite,NFL,new_orleans_saints,2024,297
derek stingley,DB,nonwhite,NFL,houston_texans,2022,298
melvin ingram,LB,nonwhite,NFL,miami_dolphins,2023,299
auzoyah alufohai,DL,nonwhite,NFL,jacksonville_jaguars,2022,300
dalton schoen,WR,white,NFL,kansas_city_chiefs,2021,301
josh doctson,WR,nonwhite,NFL,arizona_cardinals,2021,302
devante parker,WR,nonwhite,NFL,philadelphia_eagles,2024,303
ben cleveland,OL,white,NFL,los_angeles_chargers,2025,304
jessie bates,DB,nonwhite,NFL,atlanta_falcons,2025,305
jalyx hunt,LB,nonwhite,NFL,philadelphia_eagles,2025,306
kirk merritt,WR,nonwhite,NFL,new_orleans_saints,2023,307
tommy devito,QB,white,NFL,new_england_patriots,2025,308
isaiah simmons,LB,nonwhite,NFL,carolina_panthers,2025,309
deane leonard,DB,nonwhite,NFL,los_angeles_chargers,2025,310
keivarae russell,DB,nonwhite,NFL,new_orleans_saints,2021,311
bryce baringer,ST,white,NFL,new_england_patriots,2025,312
shemar james,LB,nonwhite,NFL,dallas_cowboys,2025,313
carl granderson,LB,nonwhite,NFL,new_orleans_saints,2025,314
amani bledsoe,DL,nonwhite,NFL,atlanta_falcons,2022,315
c.j. ham,RB,nonwhite,NFL,minnesota_vikings,2025,316
branson deen,DL,nonwhite,NFL,buffalo_bills,2024,317
jack plummer,QB,white,NFL,carolina_panthers,2025,318
cody ford,OL,nonwhite,NFL,cincinnati_bengals,2025,319
kyron brown,DB,nonwhite,NFL,buffalo_bills,2024,320
mike green,LB,nonwhite,NFL,baltimore_ravens,2025,321
jalen royals,WR,nonwhite,NFL,kansas_city_chiefs,2025,322
darrell baker jr.,DB,nonwhite,NFL,tennessee_titans,2025,323
markquese bell,DB,nonwhite,NFL,dallas_cowboys,2025,324
greg newsome,DB,nonwhite,NFL,cleveland_browns,2022,325
ifeadi odenigbo,DL,nonwhite,NFL,new_york_jets,2023,326
danny gray,WR,nonwhite,NFL,philadelphia_eagles,2025,327
nathan pickering,DL,nonwhite,NFL,seattle_seahawks,2024,328
shaun bradley,LB,nonwhite,NFL,kansas_city_chiefs,2024,329
jahlani tavai,LB,nonwhite,NFL,new_england_patriots,2025,330
amani oruwariye,DB,nonwhite,NFL,baltimore_ravens,2025,331
shemar jean-charles,DB,nonwhite,NFL,seattle_seahawks,2025,332
davion taylor,LB,nonwhite,NFL,arizona_cardinals,2023,333
max scharping,OL,white,NFL,pittsburgh_steelers,2025,334
rashod bateman,WR,nonwhite,NFL,baltimore_ravens,2025,335
deommodore lenoir,DB,nonwhite,NFL,san_francisco_49ers,2025,336
jaylin smith,DB,nonwhite,NFL,houston_texans,2025,337
khalen saunders,DL,nonwhite,NFL,new_york_jets,2025,338
jackson barton,OL,white,NFL,cleveland_browns,2025,339
quez watkins,WR,nonwhite,NFL,philadelphia_eagles,2025,340
kendall sheffield,DB,nonwhite,NFL,miami_dolphins,2025,341
joshua miles,OL,nonwhite,NFL,las_vegas_raiders,2025,342
j.c. tretter,OL,white,NFL,cleveland_browns,2021,343
myles hartsfield,DB,nonwhite,NFL,san_francisco_49ers,2023,344
dallas turner,LB,nonwhite,NFL,minnesota_vikings,2025,345
allen lazard,WR,nonwhite,NFL,new_york_jets,2025,346
tyrel dodson,LB,nonwhite,NFL,miami_dolphins,2025,347
sydney brown,DB,nonwhite,NFL,philadelphia_eagles,2025,348
zech mcphearson,DB,nonwhite,NFL,jacksonville_jaguars,2024,349
chaz chambliss,LB,white,NFL,minnesota_vikings,2025,350
da'shawn hand,DL,nonwhite,NFL,los_angeles_chargers,2025,351
sione vaki,RB,nonwhite,NFL,detroit_lions,2025,352
j.j. russell,LB,nonwhite,NFL,arizona_cardinals,2025,353
jalen coker,WR,nonwhite,NFL,carolina_panthers,2025,354
riley reiff,OL,white,NFL,new_england_patriots,2023,355
nate adkins,TE,white,NFL,denver_broncos,2025,356
ferrod gardner,LB,nonwhite,NFL,washington_commanders,2022,357
michael young,WR,nonwhite,NFL,houston_texans,2022,358
alec mock,LB,white,NFL,denver_broncos,2024,359
tremayne anchrum,OL,nonwhite,NFL,jacksonville_jaguars,2025,360
hunter dekkers,QB,white,NFL,new_orleans_saints,2025,361
j.c. hassenauer,OL,white,NFL,new_york_giants,2023,362
justin eboigbe,DL,nonwhite,NFL,los_angeles_chargers,2025,363
malachi corley,WR,nonwhite,NFL,cleveland_browns,2025,364
a.j. henning,WR,nonwhite,NFL,miami_dolphins,2025,365
jaylen waddle,WR,nonwhite,NFL,miami_dolphins,2025,366
david nwaogwugwu,OL,nonwhite,NFL,washington_commanders,2024,367
kevin toliver,DB,nonwhite,NFL,indianapolis_colts,2023,368
matt haack,ST,white,NFL,arizona_cardinals,2025,369
payne durham,TE,white,NFL,tampa_bay_buccaneers,2025,370
xavier truss,OL,nonwhite,NFL,new_orleans_saints,2025,371
cameron young,DL,nonwhite,NFL,seattle_seahawks,2024,372
amar johnson,RB,nonwhite,NFL,los_angeles_chargers,2025,373
michael dowell,DB,nonwhite,NFL,seattle_seahawks,2024,374
ray davis,RB,nonwhite,NFL,buffalo_bills,2025,375
clayton isbell,DB,nonwhite,NFL,new_york_giants,2024,376
beau brade,DB,nonwhite,NFL,new_york_giants,2025,377
steven sims,WR,nonwhite,NFL,arizona_cardinals,2025,378
isaiah wright,WR,nonwhite,NFL,washington_commanders,2021,379
kylan guidry,LB,nonwhite,NFL,los_angeles_chargers,2025,380
carlton johnson,DB,nonwhite,NFL,seattle_seahawks,2024,381
olasunkanmi adeniyi,LB,nonwhite,NFL,tennessee_titans,2022,382
jaxson dart,QB,white,NFL,new_york_giants,2025,383
tucker mccann,ST,white,NFL,tennessee_titans,2021,384
joe jackson,DL,nonwhite,NFL,kansas_city_chiefs,2021,385
keon coleman,WR,nonwhite,NFL,buffalo_bills,2025,386
elijah garcia,DL,nonwhite,NFL,atlanta_falcons,2025,387
devaroe lawrence,DL,nonwhite,NFL,washington_commanders,2021,388
konata mumpfield,WR,nonwhite,NFL,los_angeles_rams,2025,389
jamaree salyer,OL,nonwhite,NFL,los_angeles_chargers,2025,390
donald parham,TE,nonwhite,NFL,pittsburgh_steelers,2025,391
max garcia,OL,nonwhite,NFL,new_orleans_saints,2023,392
alfonzo graham,RB,nonwhite,NFL,pittsburgh_steelers,2023,393
dre'mont jones,LB,nonwhite,NFL,baltimore_ravens,2025,394
kawaan baker,WR,nonwhite,NFL,green_bay_packers,2025,395
michael jordan,OL,nonwhite,NFL,carolina_panthers,2022,396
alex akingbulu,OL,nonwhite,NFL,washington_commanders,2024,397
jordan brailford,LB,nonwhite,NFL,atlanta_falcons,2022,398
justin walley,DB,nonwhite,NFL,indianapolis_colts,2025,399
keesean johnson,WR,nonwhite,NFL,buffalo_bills,2023,400
percy butler,DB,nonwhite,NFL,washington_commanders,2025,401
james cook,RB,nonwhite,NFL,buffalo_bills,2025,402
cody lindenberg,LB,white,NFL,las_vegas_raiders,2025,403
john leglue,OL,white,NFL,los_angeles_rams,2025,404
cameron lewis,DB,nonwhite,NFL,buffalo_bills,2022,405
sione takitaki,LB,nonwhite,NFL,minnesota_vikings,2025,406
charlie jones,WR,white,NFL,cincinnati_bengals,2025,407
kevin jarvis,OL,white,NFL,buffalo_bills,2024,408
mason mccormick,OL,white,NFL,pittsburgh_steelers,2025,409
a.j. green,WR,nonwhite,NFL,arizona_cardinals,2022,410
john brannon,DB,nonwhite,NFL,cincinnati_bengals,2022,411
d.j. hayden,DB,nonwhite,NFL,washington_commanders,2021,412
brandon hill,DB,nonwhite,NFL,houston_texans,2025,413
gavin bartholomew,TE,white,NFL,minnesota_vikings,2025,414
javaris davis,DB,nonwhite,NFL,cincinnati_bengals,2022,415
matthew judon,LB,nonwhite,NFL,buffalo_bills,2025,416
david sills,WR,white,NFL,atlanta_falcons,2025,417
brian asamoah,LB,nonwhite,NFL,minnesota_vikings,2024,418
jose barbon,WR,nonwhite,NFL,dallas_cowboys,2023,419
montrel meander,LB,nonwhite,NFL,cleveland_browns,2021,420
ja'corey brooks,WR,nonwhite,NFL,washington_commanders,2025,421
broughton hatcher,ST,white,NFL,green_bay_packers,2023,422
carson bruener,LB,white,NFL,pittsburgh_steelers,2025,423
michael jacobson,TE,white,NFL,new_orleans_saints,2025,424
bill norton,DL,white,NFL,los_angeles_rams,2025,425
ryan cooper jr.,DB,nonwhite,NFL,new_york_jets,2025,426
