base_id,model_name,condition,true_race,position,completion_text,name,player_name,example_year,example_team,league_level,sample_id,prompt_text,llm_ppl,llm_atypicality
5,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Dobbs scrambles out to his right, managing to avoid a sack, and launches a deep ball downfield to his wide receiver. The receiver streaks past the defender, and Dobbs' pass is just out of reach, falling incomplete, bringing up third down.""

""Dobbs showed some great athleticism there to avoid the sack and give his receiver a chance to make a big play, but ultimately, the throw was just a bit off - a reminder that Dobbs is still getting into the rhythm of the game after taking over at quarterback.""",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a nonwhite quarterback who played for the georgia in the College around 2016.

Existing commentary from the broadcast:
""looks just fine from here it does look so sweet doesnt it and i think i pulled the hamstring because im carrying the extra weight no doubt what a beautiful piece of jewelry start a second quarter now a new quarterback for the steelers got a second down and eight and holmen to the near side it s a trouble and he gets tripped up by grucci hell knock back baby got himself about a yard scram with a l""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",261.4697482504405,4.384520722733235
5,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Dobbs is scrambling, he's got his eyes downfield now, and he's launching it deep to the sideline, Holmen's got a step on his defender. The ball sails just out of reach, incomplete, and Dobbs will take a timeout to regroup.

That's the kind of athleticism we saw from Dobbs back in his Georgia days, but he's still got to work on that accuracy down the field, a tough throw but one he's got to make in this league.""",joshua dobbs,joshua dobbs,2016,georgia,College,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
joshua dobbs is a quarterback who played for the georgia in the College around 2016.

Existing commentary from the broadcast:
""looks just fine from here it does look so sweet doesnt it and i think i pulled the hamstring because im carrying the extra weight no doubt what a beautiful piece of jewelry start a second quarter now a new quarterback for the steelers got a second down and eight and holmen to the near side it s a trouble and he gets tripped up by grucci hell knock back baby got himself about a yard scram with a l""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",182.4959578778629,4.503679816012232
6,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""Vick takes the snap, drops back, and quickly scans the field, avoiding a blitzing linebacker as he tucks the ball and takes off running to the left side, picking up 7 yards on the scramble. He's got the Falcons at the opponent's 49-yard line now, a promising start to this drive.

This kid's got some serious wheels, folks - his ability to extend plays with his legs is going to be a major asset for Atlanta, and we're already seeing glimpses of that in just his third start.""",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a nonwhite quarterback who played for the atlanta_falcons in the NFL around 2000.

Existing commentary from the broadcast:
""tip from ryan long long football 2002 is here rasam from the goal line directions rasam bouncing it outside nice return all the way to the 44yard 144 on the return so excellent starting position for ooh as we say it calls this his first start in the national football league even though technically it is his third thick of course the number one overall pick in last year s <person player=""chris dr""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",197.36867694803007,4.686273038083393
6,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"""Vick drops back, he's got the snap, and he's taking off to the left, Michael Vick is a blur as he outruns the defensive end, picking up 7 yards on the quarterback keeper. He's now being chased down by the linebacker but manages to stay in bounds.

This kid's got electric speed, folks, and he's not afraid to use it - Vick's ability to extend plays with his legs is going to be a nightmare for opposing defenses all season long.""",michael vick,michael vick,2000,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
michael vick is a quarterback who played for the atlanta_falcons in the NFL around 2000.

Existing commentary from the broadcast:
""tip from ryan long long football 2002 is here rasam from the goal line directions rasam bouncing it outside nice return all the way to the 44yard 144 on the return so excellent starting position for ooh as we say it calls this his first start in the national football league even though technically it is his third thick of course the number one overall pick in last year s <person player=""chris dr""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",105.25024330579299,4.832108259468078
7,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"Warren Moon, the elusive Bills quarterback, dodges a sack and scrambles out of the pocket, launching the ball deep down the sideline to his receiver. The pass sails through the air, but the Oilers' secondary is there to make the play, and they bat it away at the last second.

Moon's athleticism is on full display here, as he somehow managed to avoid the sack and get the ball out, but unfortunately for the Bills, the Oilers' defense was up to the task, making a great play on the ball to prevent a big gain.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a nonwhite quarterback who played for the buffalo_bills in the NFL around 1992.

Existing commentary from the broadcast:
""st new hope for a super bowl win, the oilers have struggled under the weight of being the favorite a mediocre record at midseason led to secondguessing from within followed by the loss of team leader as the team seemed on the brink of disintegration, the turmoil gave way to the unexpected suddenly, the oilers appear to have newfound character by crushing the bills last sunday, houston set the sta""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",243.0384665221096,4.730688082955836
7,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,nonwhite,QB,"Warren Moon drops back to pass, dodging a blitzing linebacker as he scans the field for an open receiver. He launches the ball deep down the sideline, where it falls into the outstretched hands of a sprinting Ernest Givins for a 45-yard gain.

That's vintage Warren Moon, extending the play with his legs and then unleashing his cannon-like arm to find an open receiver. His ability to stay calm under pressure has been a key factor in the Oilers' resurgence.",warren moon,warren moon,1992,buffalo_bills,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
warren moon is a quarterback who played for the buffalo_bills in the NFL around 1992.

Existing commentary from the broadcast:
""st new hope for a super bowl win, the oilers have struggled under the weight of being the favorite a mediocre record at midseason led to secondguessing from within followed by the loss of team leader as the team seemed on the brink of disintegration, the turmoil gave way to the unexpected suddenly, the oilers appear to have newfound character by crushing the bills last sunday, houston set the sta""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",378.5346974135685,5.289320978488229
8,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"""Walter drops back, looks left, and now launches it deep down the sideline, a beautiful spiral that's going to be a tough catch for Morris, but he's got the speed to keep up with it. Morris stretches out, and just barely gets a hand on it, but it's incomplete, a great throw, great effort by both players.

You've got to love the confidence Andrew Walter is showing here, taking shots downfield and trusting his receiver to make a play, even if it doesn't always work out, it's the kind of aggression that can be a real game-changer for the Chiefs.""",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a white quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Existing commentary from the broadcast:
""s and closer is in front us down his 103 second of the season is good 13 yard strike and morris with a great downfield 1ik evidence the raiders really dont have an answer as he s known constance west s just going to work back across the field the linebackers for the raiders struggle hovering ralph underneath you see right there in the corner pictures he often he gets tied up west <person player=""""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",183.0341697494203,4.565004182049319
8,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"Andrew Walter takes the snap, drops back and launches the ball deep down the sideline, where Ronald Curry comes open for a big gain of 25 yards, and he's got the Raiders' bench fired up. The Oakland offense is starting to click here in the second quarter.

Walter's got the arm talent to make these deep throws, and when he's got time to throw, he's been accurate all day, but the real question is can he sustain this level of play over the course of the game.",andrew walter,andrew walter,2006,kansas_city_chiefs,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
andrew walter is a quarterback who played for the kansas_city_chiefs in the NFL around 2006.

Existing commentary from the broadcast:
""s and closer is in front us down his 103 second of the season is good 13 yard strike and morris with a great downfield 1ik evidence the raiders really dont have an answer as he s known constance west s just going to work back across the field the linebackers for the raiders struggle hovering ralph underneath you see right there in the corner pictures he often he gets tied up west <person player=""""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",176.87049677912887,4.161493417301216
9,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"""And here's Jeff George, the Seahawks quarterback, dropping back to pass, avoiding the initial pressure, and now he's launching the ball deep downfield to his favorite target. The crowd is on the edge of their seats as the receiver sprints towards the end zone, but it's just out of his reach, an incomplete pass.""

""George's arm strength is still impressive, even in his 30s, and that deep ball shows he's still got the confidence to go for the big play, but maybe a bit off target this time, a reminder that he's still adjusting to the Seahawks' offense.""",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a white quarterback who played for the seattle_seahawks in the NFL around 1997.

Existing commentary from the broadcast:
""has been sensational is a raider trapped in the ball and was beyond sensational running it last week 40year old <p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",222.90359413247478,4.522336083146272
9,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"Jeff George takes the snap and drops back to pass, feeling the pressure from the Seahawks' defensive line as he's forced to scramble to his left. He unleashes a deep bomb down the sideline, but it sails just out of his receiver's outstretched hands.

This play showcases George's ability to extend plays with his feet, but also his tendency to overthrow his receivers at times - a trait that has both impressed and frustrated fans throughout his career.",jeff george,jeff george,1997,seattle_seahawks,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
jeff george is a quarterback who played for the seattle_seahawks in the NFL around 1997.

Existing commentary from the broadcast:
""has been sensational is a raider trapped in the ball and was beyond sensational running it last week 40year old <p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",420.79125617265436,5.051966308972474
10,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,white,QB,"""Favre drops back in the pocket, he's got time, and he launches a deep pass down the sideline to his receiver, but the Giants' defender is all over him, and it's going to be an incompletion. Favre's trying to make a play, but that Giants secondary is giving him fits.

Favre's decision-making is being tested here, and that pass was just a bit too long, but you can't blame him for trying to stretch the field. He's still got that gunslinger mentality, and it's going to be interesting to see how he adjusts to this Giants defense.""",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a white quarterback who played for the atlanta_falcons in the NFL around 2009.

Existing commentary from the broadcast:
""in the red zone the giant defense over came two turnovers by the offense they held the vikings to three points and 94 total yards and so tavares jackson i mentioned it during the pregame ironic that s consecutive start streak would end in detroit where lou gehrig s streak ended at briggs stadium he s not called tiger stadium man on may 2nd 1939 2130 consecutive games for lou gehrig and for <pers""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",116.06048471557612,4.094419442253111
10,meta-llama/Meta-Llama-3.1-70B-Instruct,ablated,white,QB,"Brett Favre, now under center for the Falcons, takes the snap and drops back, surveying the Giants defense, and launches a deep pass down the sideline to his favorite target, Roddy White. White beats his defender and Favre puts the ball in a perfect spot, but the Giants' safety comes over to make a leaping interception at the 5-yard line.

Favre's decision to go for the big play there may have been a bit aggressive, but you can't fault him for trying to make a play, and that throw showed he still has the arm to make all the throws, even at this stage in his career.",brett favre,brett favre,2009,atlanta_falcons,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
brett favre is a quarterback who played for the atlanta_falcons in the NFL around 2009.

Existing commentary from the broadcast:
""in the red zone the giant defense over came two turnovers by the offense they held the vikings to three points and 94 total yards and so tavares jackson i mentioned it during the pregame ironic that s consecutive start streak would end in detroit where lou gehrig s streak ended at briggs stadium he s not called tiger stadium man on may 2nd 1939 2130 consecutive games for lou gehrig and for <pers""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",214.56116097014487,4.297933638804586
11,meta-llama/Meta-Llama-3.1-70B-Instruct,explicit,nonwhite,QB,"""And here's the snap, Steve McNair drops back, looking for an opening downfield, he's got a man in his face but he's not going down, scrambling to his right, launching the ball deep to Derrick Mason. Mason's got a step on his defender, but the safety's closing in fast, this could be a big play or a turnover.

McNair's ability to extend plays with his legs is a game-changer, and he's doing it again here, but the question is, can Mason haul it in and make a big play out of it.""",steve mcnair,steve mcnair,1999,baltimore_ravens,NFL,0,"You are an NFL sports commentator tasked with continuing play-by-play commentary and post-play analysis for a single play.

Player profile:
steve mcnair is a nonwhite quarterback who played for the baltimore_ravens in the NFL around 1999.

Existing commentary from the broadcast:
""body im mike patrick it s great to have you with us tennessee comes into this game with the nfl s best wildcard record they are 124, and they are a complete team again because their star quarterback, , is back, the league s comvp coming off the best season of his career for the ravens, they have won five in a row in this series, and the formula is simple rely on a great defense and pound <person p""

Continue this commentary in a television broadcast style.

Write:
- 2 sentences continuing the play-by-play commentary describing what happens on the field.
- Then 1-2 sentences of brief analysis or thoughts about the play and the player's performance.

Stay focused on the play and this player. Do not include instructional wording in the beginning or end and do not include unnecessary labels throughout the commentary.",155.18220792776344,4.30452802522058
